voltage,current,power,FR[%],Q[W],alpha,beta,P[bar],Te_mean[K],Tc_mean[K],Te_std[K],Tc_std[K],T_pulse[K],TR_train[K/W]
82.7,1.215,100.4,60,100,90,0,1.773,369.37,356.775,274.8955658,290.2628363,371.29,0.12595000000000028
89.8,1.333,119.8,60,120,90,0,0.603,319.63,304.225,273.9728001,274.543736,0,0.12837500000000024
63.3,0.934,59.3,60,60,60,0,0.773,351.65,313.475,274.268034,282.0240727,342.29,0.6362500000000002
82.4,1.22,100.7,60,100,0,0,0.433,322.97,301.325,274.9027122,274.0751126,363.55,0.2164499999999998
63.4,0.935,59.5,60,60,60,0,0.823,352.13,316.65,274.4097619,284.3616011,342.29,0.5913333333333336
73.4,1.081,79.6,60,80,60,0,0.723,339.51,305.275,273.6274935,274.308663,371.51,0.4279375000000002
91,1.33,121.4,60,120,60,0,2.383,374.45,368.725,275.2677819,283.4421896,333.65,0.047708333333333526
63.1,0.929,58.7,60,60,30,0,1.013,357.99,311.85,275.9612275,279.6523073,351.05,0.7690000000000007
90.1,1.315,118.6,60,120,0,0,1.163,387.19,309.95,274.8626004,282.2046489,344.51,0.6436666666666667
82.1,1.212,99.8,60,100,0,0,0.523,342.47,301.95,273.833374,274.2332051,363.55,0.40519999999999984
81.3,1.194,97,60,100,60,0,1.303,361.87,338.7,274.3937845,282.1464808,362.37,0.23170000000000016
84,1.234,103.8,60,100,90,0,1.723,367.89,362.85,273.9361298,282.9554407,371.29,0.0504000000000002
63.9,0.941,60.2,60,60,0,0,0.763,348.75,304.15,273.5307887,274.5665686,352.85,0.7433333333333337
63.6,0.943,60.2,60,60,0,0,0.533,317.29,303.925,273.5411521,274.4079746,352.85,0.22275000000000014
52.3,0.774,40.6,60,40,60,0,0.643,346.03,304.65,273.484664,274.4306248,352.47,1.0345
81.8,1.217,99.6,60,100,60,0,0.543,310.13,305.225,273.4614482,274.4725606,362.37,0.049050000000000295
52.1,0.778,40.7,60,40,90,0,0.423,313.03,305.675,273.5647288,274.5073872,322.31,0.18387500000000045
52.3,0.774,40.6,60,40,60,0,0.613,340.63,304.6,273.4614482,274.4576697,352.47,0.9007500000000007
63.3,0.938,59.5,60,60,60,0,0.543,327.77,303.2,273.641935,274.5296135,342.29,0.40949999999999986
52,0.768,40,60,40,0,0,0.593,340.95,303.825,273.404951,274.543736,353.75,0.928125
72.4,1.072,77.5,60,80,90,0,0.653,338.69,301.175,273.5474921,274.2526483,314.55,0.46893749999999984
89.9,1.322,119,60,120,90,0,1.663,366.19,349.675,274.0599451,282.8602609,0,0.13762500000000036
52.1,0.771,40.3,60,40,60,0,0.613,337.45,304.625,273.4415476,274.4801002,352.47,0.8206249999999997
84,1.234,103.8,60,100,90,0,1.743,368.35,363.2,274.0692388,283.1554985,371.29,0.051500000000000344
51.5,0.768,39.7,60,40,60,0,0.463,307.53,304.5,273.588178,274.5296135,352.47,0.07574999999999932
72.5,1.074,78.1,60,80,90,0,0.633,333.83,300.9,273.582435,274.3346237,314.55,0.4116250000000001
73.4,1.086,79.8,60,80,0,0,0.463,320.35,302.775,273.693139,274.2465856,327.27,0.21968749999999987
90.1,1.324,119.3,60,120,90,0,1.553,364.75,351.475,274.4897761,280.871129,0,0.11062500000000028
82,1.212,99.4,60,100,90,0,0.603,344.29,304.2,273.7183309,274.5933757,371.29,0.40089999999999976
63.7,0.942,60.1,60,60,30,0,0.593,335.01,304.4,273.5281534,274.1972185,351.05,0.5101666666666669
52.5,0.78,41.1,60,40,30,0,0.513,324.25,303.925,274.119536,274.2126225,0,0.5081250000000012
52.3,0.775,40.6,60,40,60,0,0.623,340.51,304.6,273.4380972,274.4576697,352.47,0.8977500000000006
52.1,0.776,40.6,60,40,90,0,0.453,324.65,305.65,273.4582207,274.4866625,322.31,0.475
90.1,1.322,119.3,60,120,30,0,0.493,340.39,303.7,276.3761432,274.0004901,0,0.30574999999999997
73.3,1.08,79.2,60,80,60,0,0.723,338.51,305.25,273.6005552,274.2332051,371.51,0.4157499999999999
89.7,1.318,118.5,60,120,30,0,0.673,349.17,305.55,275.5126257,275.5734961,0,0.36350000000000005
52.1,0.774,40.4,60,40,90,0,0.523,339.15,305.8,273.404951,274.4525616,322.31,0.8337500000000005
64.1,0.94,60.4,60,60,90,0,0.853,353.39,315.175,273.7183309,277.6462021,337.87,0.6369166666666672
73.7,1.085,80.1,60,80,0,0,0.613,343.11,303.05,273.6912947,274.2872481,327.27,0.50075
63.4,0.933,59.3,60,60,30,0,1.093,360.99,313,276.4314631,275.1707259,351.05,0.7998333333333335
89.8,1.333,120,60,120,90,0,0.603,321.59,304.225,273.9518728,274.543736,0,0.1447083333333334
89.8,1.314,118.1,60,120,30,0,1.483,373.69,342.6,274.9015707,295.4172405,0,0.2590833333333331
82.2,1.212,99.8,60,100,0,0,0.523,341.93,301.9,273.651996,274.1876255,363.55,0.4002999999999997
63.8,0.938,59.9,60,60,0,0,0.943,361.01,304.175,273.6115192,274.5171747,352.85,0.9472500000000006
52,0.774,40.3,60,40,90,0,0.463,327.05,305.7,273.4238613,274.4525616,322.31,0.5337499999999992
63.6,0.943,60.2,60,60,0,0,0.533,320.13,303.925,273.582435,274.4079746,352.85,0.270083333333334
80.9,1.188,96.2,60,100,60,0,1.543,365.31,352.25,274.3595454,288.554112,362.37,0.13059999999999947
73.7,1.08,79.7,60,80,60,0,1.293,360.97,331.85,273.8963243,285.1719244,371.51,0.36400000000000005
90.8,1.327,120.7,60,120,60,0,2.323,374.83,370.45,274.6721695,282.5077063,333.65,0.03649999999999996
63.3,0.938,59.4,60,60,30,0,0.483,316.49,303.625,273.6958938,273.951561,351.05,0.21441666666666587
53.4,0.79,42.3,60,40,90,0,0.743,351.79,311.1,274.0626883,279.3674486,322.31,1.01725
63.7,0.943,60.2,60,60,30,0,0.553,327.19,304.1,273.6005552,274.0536961,351.05,0.38483333333333386
52.7,0.782,41.3,60,40,30,0,0.553,331.25,304.2,274.0692388,274.3346237,0,0.6762500000000002
74.3,1.084,80.7,60,80,0,0,0.553,389.77,303.8,273.8370226,274.3896236,327.27,1.0746250000000004
71.4,1.051,75.2,60,80,90,0,1.443,363.51,341.7,273.8592249,283.1664864,314.55,0.272625
90.9,1.328,120.8,60,120,60,0,2.353,375.05,365.25,273.8949832,288.0930028,333.65,0.08166666666666629
89.6,1.319,117.9,60,120,90,0,1.253,359.23,341.225,274.2711601,285.7254722,0,0.1500416666666671
52.8,0.783,41.5,60,40,90,0,0.693,351.29,308.075,274.237658,276.742005,322.31,1.0803749999999994
64.3,0.943,60.6,60,60,90,0,0.853,353.87,316.7,273.6949771,277.4165365,337.87,0.6195000000000003
71.6,1.054,75.3,60,80,90,0,1.463,363.97,338.975,273.7996153,286.3126682,314.55,0.31243750000000003
62.8,0.925,58.1,60,60,30,0,1.063,361.65,310.875,276.7066838,275.1738165,351.05,0.8462499999999996
52.7,0.781,41.2,60,40,30,0,0.543,329.55,304.125,274.1424717,274.3398879,0,0.6356249999999989
91.3,1.334,121.9,60,120,60,0,2.363,375.37,367.5,274.625466,285.0104384,333.65,0.06558333333333337
90.4,1.323,119.5,60,120,60,0,1.523,364.99,334.025,274.3533287,293.9744048,333.65,0.25804166666666695
63.6,0.94,59.9,60,60,0,0,0.623,335.73,304,273.513318,274.4602163,352.85,0.5288333333333327
73.8,1.082,80.1,60,80,30,0,1.473,364.77,341.45,275.0333481,299.0754058,335.47,0.2914999999999999
63.5,0.944,60.1,60,60,0,0,0.513,306.01,303.75,273.4630495,274.4306248,352.85,0.037666666666666515
90,1.321,118.9,60,120,90,0,1.903,370.19,364.55,273.8341053,281.4698558,0,0.04699999999999989
74.2,1.091,81.1,60,80,0,0,0.673,348.61,303.175,273.7313777,274.3730427,327.27,0.5679375000000008
52.5,0.776,40.8,60,40,60,0,0.683,349.11,304.675,273.4861547,274.4445398,352.47,1.110875
63.3,0.934,59.4,60,60,60,0,0.843,351.97,317.4,274.6118481,285.3443976,342.29,0.5761666666666666
63.4,0.934,59.5,60,60,30,0,0.903,356.05,307.925,274.58527,276.4316408,351.05,0.8020833333333334
74.4,1.085,80.9,60,80,0,0,0.563,393.85,303.75,273.741608,274.4227922,327.27,1.1262499999999995
73.9,1.084,80.3,60,80,30,0,1.403,362.95,338.45,274.9458285,299.7295661,335.47,0.30625
90.1,1.324,119.4,60,120,0,0,0.863,341.25,301.375,274.2408712,274.1035023,344.51,0.33229166666666665
52.2,0.775,40.5,60,40,60,0,0.603,328.57,304.6,273.453315,274.4678265,352.47,0.5992500000000007
90.8,1.328,120.9,60,120,60,0,2.333,375.43,368.475,274.3937845,286.2578539,333.65,0.0579583333333332
83.6,1.228,102.7,60,100,90,0,1.713,368.21,362.575,274.2826959,282.82725,371.29,0.05634999999999991
90.4,1.334,120.7,60,120,30,0,0.373,313.43,303.125,273.6618594,273.8152067,0,0.08587499999999958
72.5,1.07,77.8,60,80,90,0,0.823,351.19,302.3,274.1514989,274.4293227,314.55,0.6111249999999998
82.7,1.216,100.7,60,100,90,0,1.773,368.03,360.65,274.8476454,284.7709581,371.29,0.07379999999999995
52,0.773,40.3,60,40,0,0,0.463,313.29,303.975,273.5411521,274.6430394,353.75,0.23287499999999994
90.6,1.33,120.7,60,120,90,0,1.903,370.23,364.2,274.0511104,283.2885403,0,0.050249999999999774
74.4,1.085,80.8,60,80,0,0,0.563,394.85,303.775,273.741608,274.3730427,327.27,1.1384374999999998
80.7,1.185,95.8,60,100,60,0,1.753,369.47,351.275,274.752186,293.8522342,362.37,0.18194999999999995
51.9,0.769,40,60,40,0,0,0.523,329.09,303.85,273.4201851,274.6287382,353.75,0.6310000000000002
73.6,1.085,80.1,60,80,30,0,0.623,347.95,301.6,273.9245967,274.5320275,335.47,0.5793750000000003
82,1.213,99.5,60,100,90,0,0.563,335.07,304.1,273.8370226,274.5933757,371.29,0.30970000000000025
82.5,1.222,101,60,100,0,0,0.423,317.51,301.125,275.0468395,274.0116844,363.55,0.1638499999999999
90.4,1.329,120.4,60,120,60,0,0.743,335.59,304.875,274.0234987,274.1104686,333.65,0.2559583333333331
71.4,1.052,75.6,60,80,90,0,1.433,363.83,337.475,273.759918,283.9494984,314.55,0.3294375000000002
105,1.558,159.4,60,120,30,0,0.343,308.87,302.975,273.3667948,273.7178908,0,0.04912500000000032
90.4,1.333,120.6,60,120,30,0,0.383,316.45,303.225,273.7942049,273.8152067,0,0.11020833333333352
64.3,0.944,60.8,60,60,90,0,0.863,354.09,317.825,273.7139149,279.2864349,337.87,0.6044166666666665
82.2,1.218,100.2,60,100,90,0,0.553,328.77,304.125,273.833374,274.6160036,371.29,0.2464499999999998
74,1.087,80.5,60,80,60,0,0.833,351.27,305.525,273.7218391,274.2824752,371.51,0.5718125000000001
53.5,0.793,42.5,60,40,90,0,0.703,351.85,312.825,274.6583103,281.3724794,322.31,0.9756249999999994
63.4,0.935,59.5,60,60,30,0,0.883,354.93,308.95,274.417675,277.7398439,351.05,0.7663333333333326
52.2,0.775,40.5,60,40,90,0,0.553,342.91,305.8,273.4380972,274.4525616,322.31,0.9277500000000003
82.9,1.217,101,60,100,30,0,1.073,359.03,332.2,275.3998889,291.0747501,338.17,0.2682999999999998
73.6,1.088,80.2,60,80,30,0,0.493,326.65,301.85,273.7541523,274.5594916,335.47,0.31000000000000016
73.6,1.084,80.1,60,80,30,0,0.613,347.45,301.6,273.7784903,274.5320275,335.47,0.5731250000000003
52.6,0.78,41.1,60,40,30,0,0.523,325.41,304,274.1589599,274.2620552,0,0.5352499999999992
52,0.774,40.4,60,40,90,0,0.473,328.89,305.725,273.4380972,274.4725606,322.31,0.5791250000000006
90.4,1.337,121.4,60,120,60,0,0.683,313.45,304.4,273.9531189,274.0004901,333.65,0.07541666666666676
63.8,0.942,60.2,60,60,90,0,0.473,328.37,306.35,273.6469909,274.3583046,337.87,0.36700000000000066
51.9,0.768,40,60,40,0,0,0.583,337.93,303.8,273.3780351,274.5933757,353.75,0.8532499999999998
82,1.206,99.1,60,100,90,0,1.363,364.11,343.95,274.1159193,286.9367086,371.29,0.20159999999999967
90.8,1.329,121.1,60,120,60,0,1.743,365.39,355.2,276.6646835,282.028626,333.65,0.08491666666666665
72.2,1.064,77.1,60,80,90,0,1.283,360.63,337.25,274.5218601,287.9601317,314.55,0.29224999999999995
82.1,1.212,99.7,60,100,0,0,0.513,340.63,301.85,273.6569517,274.2239336,363.55,0.3878000000000003
52.2,0.777,40.7,60,40,30,0,0.393,307.73,303.125,273.4449576,274.0155441,0,0.11512499999999903
71.6,1.054,75.6,60,80,90,0,1.473,364.17,346.475,274.0621403,290.4351333,314.55,0.22118749999999993
82.3,1.208,99.7,60,100,30,0,1.193,363.23,338.125,275.8401673,291.6211261,338.17,0.2510499999999996
73.8,1.085,80.4,60,80,60,0,0.763,346.89,305.4,273.6005552,274.3318065,371.51,0.5186250000000001
63.7,0.942,60.1,60,60,0,0,0.603,331.97,303.975,273.5462323,274.4445398,352.85,0.4665833333333334
90.2,1.325,119.7,60,120,30,0,0.483,337.93,303.625,276.4767101,274.0039126,0,0.2858749999999996
53.3,0.789,42.1,60,40,90,0,0.753,352.85,309.65,273.659902,277.7420221,322.31,1.0799999999999996
82.7,1.215,100.7,60,100,90,0,1.783,369.51,357.575,274.6476648,287.9804585,371.29,0.11935000000000003
72.1,1.061,76.8,60,80,90,0,1.503,364.33,347.75,274.0566422,288.612212,314.55,0.2072499999999998
63.3,0.937,59.4,60,60,30,0,0.473,315.69,303.65,273.744138,273.9541559,351.05,0.20066666666666702
52.3,0.776,40.7,60,40,90,0,0.563,343.95,305.875,273.3845208,274.4445398,322.31,0.9518749999999997
71.7,1.055,75.9,60,80,90,0,1.413,363.19,340.775,274.1210819,282.0003766,314.55,0.28018750000000026
89.9,1.317,118.5,60,120,0,0,1.283,372.63,302,273.9481228,274.2620552,344.51,0.5885833333333333
52.2,0.774,40.5,60,40,60,0,0.593,328.73,304.55,273.4614482,274.494123,352.47,0.6045000000000001
63.2,0.931,59.1,60,60,30,0,1.053,359.35,310.625,274.9374563,277.8626603,351.05,0.8120833333333327
90.5,1.323,119.8,60,120,30,0,1.763,376.29,346.4,276.5209049,294.4904936,0,0.2490833333333332
89.9,1.316,118.5,60,120,30,0,1.473,370.43,340.525,276.6730668,293.8639848,0,0.24920833333333312
63.8,0.942,60.2,60,60,90,0,0.463,323.97,306.2,273.6469909,274.3233144,337.87,0.29616666666666636
63.3,0.941,59.7,60,60,60,0,0.483,313.49,303.3,273.7139149,274.5296135,342.29,0.1698333333333333
52,0.775,40.4,60,40,0,0,0.433,307.69,303.975,273.4935113,274.6430394,353.75,0.09287500000000079
90.3,1.326,119.9,60,120,90,0,1.913,370.11,363.85,274.3718838,282.90329,0,0.05216666666666706
90.1,1.323,119.4,60,120,30,0,1.033,360.23,316.6,276.0572324,279.7279936,0,0.3635833333333333
73.9,1.084,80.2,60,80,60,0,1.073,357.47,319.65,274.3836936,286.4031757,371.51,0.4727499999999999
74.4,1.09,81.2,60,80,0,0,0.683,369.77,303.45,273.7130275,274.3583046,327.27,0.829
52.2,0.774,40.5,60,40,0,0,0.483,321.75,303.95,273.4582207,274.6219601,353.75,0.4450000000000003
63.1,0.929,58.7,60,60,30,0,0.893,360.99,309.05,274.9058474,277.2120192,351.05,0.8656666666666676
80.6,1.183,95.5,60,100,60,0,1.713,367.89,353.275,274.1055103,289.3356675,362.37,0.14615000000000009
80.7,1.184,95.7,60,100,60,0,1.713,368.15,354.625,274.0217798,289.1025076,362.37,0.13524999999999976
89.9,1.317,118.5,60,120,30,0,1.443,367.81,338.85,276.1968016,293.1846367,0,0.24133333333333315
63.1,0.933,59,60,60,60,0,0.623,346.05,303.3,273.5241657,274.5296135,342.29,0.7125
63.7,0.937,59.7,60,60,0,0,0.923,359.55,304.125,273.5742641,274.543736,352.85,0.9237499999999993
82.1,1.218,100.1,60,100,60,0,0.583,316.67,305.225,273.8110598,274.4725606,362.37,0.11444999999999993
64.4,0.946,61,60,60,90,0,0.593,345.49,306.6,273.4861547,274.4678265,337.87,0.6481666666666673
63.8,0.941,60.2,60,60,0,0,0.673,342.25,304.05,273.4816625,274.494123,352.85,0.6366666666666674
63.2,0.939,59.5,60,60,60,0,0.533,321.29,303.3,273.6912947,274.5296135,342.29,0.2998333333333335
52.1,0.778,40.6,60,40,90,0,0.433,315.47,305.675,273.5586563,274.5073872,322.31,0.2448750000000004
82.4,1.221,100.7,60,100,0,0,0.423,321.49,301.25,274.8958522,274.025595,363.55,0.20239999999999952
82.7,1.219,100.9,60,100,90,0,0.863,352.51,312.75,274.7633815,280.7196763,371.29,0.3975999999999999
73.7,1.082,79.8,60,80,60,0,1.483,365.27,339.9,273.8963243,283.6025914,371.51,0.31712500000000005
51.9,0.768,40,60,40,0,0,0.583,336.87,303.825,273.3887467,274.6160036,353.75,0.8261250000000004
71.7,1.056,75.7,60,80,90,0,1.413,362.43,343.5,273.7474948,285.4307437,314.55,0.23662499999999936
52.2,0.77,40.3,60,40,0,0,0.693,346.97,303.75,273.4614482,274.5665686,353.75,1.0804999999999993
63.8,0.943,60.4,60,60,90,0,0.453,323.73,306.2,273.641935,274.3233144,337.87,0.2921666666666662
84.1,1.236,104,60,100,90,0,1.693,367.85,362.875,273.9593207,283.9941613,371.29,0.049749999999999656
63,0.933,58.9,60,60,60,0,0.573,335.41,303.25,273.5893177,274.4866625,342.29,0.5359999999999995
51.9,0.768,40,60,40,0,0,0.563,334.23,303.825,273.4183282,274.6160036,353.75,0.7601249999999993
73.2,1.084,79.5,60,80,60,0,0.643,313.37,304.7,273.6469909,274.1246794,371.51,0.1083750000000002
81.8,1.204,98.7,60,100,60,0,0.863,356.59,313.15,276.6611252,282.575851,362.37,0.43439999999999995
91.2,1.335,122.2,60,120,60,0,1.963,370.65,357.525,273.741608,288.1503056,333.65,0.109375
63.7,0.942,60.2,60,60,30,0,0.633,339.89,304.65,273.4709361,274.2239336,351.05,0.5873333333333335
63.2,0.931,58.8,60,60,30,0,1.023,362.05,309.175,274.5535669,277.0856279,351.05,0.88125
63.8,0.941,60.3,60,60,0,0,0.743,347.53,304.1,273.5586563,274.5223459,352.85,0.7238333333333334
52.7,0.781,41.3,60,40,30,0,0.563,333.33,304.3,274.0838094,274.3896236,0,0.7257500000000008
91,1.33,121.2,60,120,60,0,2.393,375.47,364.175,274.1049869,289.1137871,333.65,0.09412500000000014
52.1,0.774,40.4,60,40,90,0,0.523,339.45,305.775,273.404951,274.4367919,322.31,0.8418750000000003
53,0.783,41.5,60,40,30,0,0.723,348.37,304.7,273.8793833,274.3896236,0,1.0917500000000004
51.8,0.771,40,60,40,60,0,0.533,314.27,304.55,273.5586563,274.494123,352.47,0.2430000000000007
52.5,0.776,40.8,60,40,60,0,0.713,350.37,304.725,273.499285,274.4801002,352.47,1.141125000000001
53,0.783,41.6,60,40,30,0,0.723,348.29,304.7,273.8731874,274.3896236,0,1.0897499999999993
52.3,0.775,40.6,60,40,60,0,0.623,340.51,304.6,273.4380972,274.4576697,352.47,0.8977500000000006
90.5,1.325,119.8,60,120,60,0,1.143,358.69,318.475,274.4337445,288.0624948,333.65,0.3351250000000003
63.2,0.933,59.1,60,60,60,0,0.643,347.03,303.275,273.484664,274.5073872,342.29,0.72925
74.4,1.087,80.9,60,80,0,0,0.563,380.49,304.475,273.819328,274.7192355,327.27,0.9501875000000005
53.6,0.794,42.7,60,40,90,0,0.743,352.15,313.6,274.5517846,281.701608,322.31,0.9637500000000003
90,1.322,119.1,60,120,90,0,1.883,369.13,363.325,275.8485181,282.5589939,0,0.04837500000000006
53.3,0.789,42.1,60,40,90,0,0.733,352.33,310.8,274.4830416,278.4581698,322.31,1.0382500000000008
52.7,0.782,41.3,60,40,30,0,0.573,333.21,304.3,274.0405055,274.3896236,0,0.7227500000000007
63.6,0.94,59.9,60,60,0,0,0.623,335.39,304,273.5281534,274.4602163,352.85,0.5231666666666664
81.1,1.193,96.9,60,100,60,0,1.213,358.51,327.675,275.4408514,281.400404,362.37,0.30835000000000035
72.5,1.07,77.6,60,80,90,0,0.853,352.21,304.95,274.334483,277.0632254,314.55,0.5907499999999999
89.5,1.318,118.1,60,120,90,0,1.213,359.43,337.1,274.8328547,286.0771033,0,0.1860833333333332
73.5,1.089,80.2,60,80,30,0,0.473,321.15,301.975,273.7287918,274.5814911,335.47,0.23968750000000014
64.1,0.94,60.3,60,60,90,0,0.803,352.75,308.2,273.7458188,275.1036291,337.87,0.7425000000000002
63.8,0.944,60.3,60,60,0,0,0.573,328.57,303.975,273.4614482,274.4445398,352.85,0.4099166666666671
73.5,1.087,79.8,60,80,30,0,0.503,329.51,301.8,273.709464,274.5320275,335.47,0.34637500000000043
90,1.323,119.3,60,120,90,0,1.623,366.59,349.3,274.1081232,283.3446064,0,0.1440833333333335
74.4,1.091,81.2,60,80,0,0,0.733,359.47,303.275,273.6569517,274.3730427,327.27,0.7024374999999999
52.5,0.777,40.9,60,40,60,0,0.673,347.99,304.725,273.4786335,274.4801002,352.47,1.0816250000000012
89.8,1.319,118.6,60,120,0,0,1.013,354.65,301.6,274.1323441,274.190833,344.51,0.44208333333333344
89.8,1.323,119,60,120,0,0,0.763,326.33,300.95,274.4017987,274.0217798,344.51,0.21149999999999997
73.4,1.083,79.6,60,80,60,0,0.703,333.57,305.2,273.6211688,274.2590537,371.51,0.3546250000000001
63.4,0.93,58.9,60,60,0,0,0.943,368.05,306.625,273.6295832,276.2043685,352.85,1.0237499999999993
63.3,0.936,59.3,60,60,60,0,0.593,342.89,303.275,273.559878,274.5073872,342.29,0.6602500000000001
74,1.086,80.6,60,80,60,0,0.933,354.09,307.1,276.4926038,274.4083057,371.51,0.5873750000000001
52.2,0.776,40.6,60,40,30,0,0.423,311.95,303.325,274.2223805,274.0039126,0,0.215625
63.2,0.931,59,60,60,30,0,1.053,358.71,311.075,274.7633815,278.288985,351.05,0.7939166666666665
52.1,0.777,40.5,60,40,90,0,0.443,319.67,305.675,273.513318,274.5073872,322.31,0.3498750000000001
83.3,1.223,102,60,100,30,0,0.923,358.43,324.85,275.7551871,278.6738875,338.17,0.3357999999999998
63.2,0.932,59.1,60,60,60,0,0.903,353.85,316.175,274.410952,280.1119801,342.29,0.6279166666666669
52.4,0.779,40.9,60,40,30,0,0.493,321.13,303.8,274.1853743,274.1972185,0,0.433250000000001
63.7,0.939,59.9,60,60,30,0,0.723,350.65,304.95,273.5801163,274.2960076,351.05,0.7616666666666665
52,0.769,40.1,60,40,0,0,0.623,343.03,303.8,273.4614482,274.5933757,353.75,0.9807500000000005
64.3,0.943,60.8,60,60,90,0,0.853,354.23,316.4,273.7800794,276.4011536,337.87,0.6304999999999997
64.1,0.941,60.4,60,60,90,0,0.803,352.75,308.2,273.7458188,275.1036291,337.87,0.7425000000000002
64.1,0.94,60.5,60,60,90,0,0.853,353.37,313.925,273.6158326,278.0116698,337.87,0.6574166666666675
63.3,0.932,59.1,60,60,30,0,1.043,360.37,309.325,275.4209029,277.042193,351.05,0.8507500000000002
91,1.329,121.2,60,120,60,0,2.323,374.25,368.8,275.6559928,282.6993455,333.65,0.04541666666666704
90,1.329,119.6,60,120,0,0,0.703,314.45,300.725,274.3644958,273.9432003,344.51,0.11437500000000018
74,1.086,80.4,60,80,30,0,1.273,364.89,338.1,274.7571714,298.4264053,335.47,0.33487500000000026
53.2,0.786,41.9,60,40,30,0,0.783,351.95,304.825,273.813325,274.4106215,0,1.178125
53.2,0.787,41.9,60,40,90,0,0.713,351.35,310.25,273.5742641,278.6533323,322.31,1.0274999999999992
63.6,0.942,60,60,60,30,0,0.503,319.71,303.85,273.7848228,273.9541559,351.05,0.2643333333333336
52.6,0.781,41.2,60,40,30,0,0.533,327.25,304.05,274.1323441,274.2901754,0,0.5800000000000012
72.4,1.069,77.4,60,80,90,0,0.853,352.33,304.425,274.3277096,276.3451787,314.55,0.5988125000000004
90.1,1.323,119.3,60,120,90,0,1.893,369.57,361.925,274.1023655,283.0216344,0,0.06370833333333366
81.3,1.194,97.5,60,100,60,0,1.353,362.51,335.225,273.8766361,279.7934805,362.37,0.27285000000000026
63.1,0.933,59,60,60,60,0,0.623,346.05,303.3,273.5241657,274.5296135,342.29,0.7125
90.1,1.325,119.6,60,120,30,0,0.913,354.31,319.125,275.6833772,281.9766169,0,0.2932083333333329
63.9,0.941,60.2,60,60,0,0,0.733,347.01,304.1,273.5347077,274.5223459,352.85,0.7151666666666671
74.3,1.085,80.8,60,80,0,0,0.563,384.55,303.95,273.828233,274.4069805,327.27,1.0075000000000003
89.4,1.315,118,60,120,90,0,1.403,359.27,351.2,275.7951843,279.8235797,0,0.06724999999999995
63.4,0.935,59.5,60,60,30,0,0.863,354.17,309.075,275.2059669,279.1106348,351.05,0.7515833333333328
73.6,1.089,80.1,60,80,30,0,0.473,322.79,301.875,273.7728965,274.5098407,335.47,0.26143749999999955
73.7,1.084,80.1,60,80,30,0,0.983,355.23,314.85,274.8313685,281.3941899,335.47,0.5047500000000007
73.2,1.082,79.4,60,80,60,0,0.673,320.79,304.85,273.83775,274.2239336,371.51,0.19924999999999998
89.8,1.308,117.5,60,120,0,0,1.183,395.77,310.375,274.0997368,279.9590014,344.51,0.7116249999999998
63.6,0.934,59.7,60,60,0,0,0.983,367.65,307.15,273.6398979,276.6495238,352.85,1.0083333333333333
73.4,1.088,79.9,60,80,0,0,0.413,310.73,302.575,273.7640033,274.1742884,327.27,0.10193749999999965
53.2,0.785,41.9,60,40,30,0,0.773,351.35,304.85,273.867635,274.4280193,0,1.1625
52.6,0.777,41,60,40,60,0,0.743,351.49,305.325,273.9069676,274.9245892,352.47,1.1541250000000005
73.2,1.087,79.8,60,80,30,0,0.443,309.89,302.075,273.577785,274.5814911,335.47,0.09768749999999997
64.3,0.948,61.1,60,60,90,0,0.533,339.99,306.6,273.5281534,274.4576697,337.87,0.5565000000000008
91.2,1.333,121.6,60,120,60,0,2.213,373.57,362.8,273.8963243,289.0895734,333.65,0.08974999999999984
73.7,1.082,80,60,80,60,0,1.503,365.21,346.675,274.1159193,282.1549523,371.51,0.23168750000000032
52.1,0.777,40.5,60,40,90,0,0.443,318.69,305.7,273.4861547,274.5223459,322.31,0.3247500000000002
80.7,1.184,95.6,60,100,60,0,1.693,367.45,352.45,273.8245369,288.2659959,362.37,0.14999999999999944
73.8,1.081,79.9,60,80,60,0,1.253,360.71,332,273.9580842,285.1648519,371.51,0.3588749999999997
90,1.326,119.4,60,120,90,0,0.893,356.67,305.05,274.1732302,275.1616328,0,0.4301666666666667
52,0.773,40.4,60,40,90,0,0.513,338.03,305.775,273.3887467,274.4367919,322.31,0.8063749999999998
82.2,1.21,99.6,60,100,90,0,1.103,358.77,316.8,274.2116026,279.2805247,371.29,0.4197000000000003
63.7,0.942,60.1,60,60,30,0,0.593,334.77,304.4,273.513318,274.1972185,351.05,0.5061666666666668
52.1,0.773,40.3,60,40,90,0,0.513,338.97,305.75,273.3887467,274.4227922,322.31,0.8304999999999992
90.6,1.33,120.4,60,120,90,0,1.933,369.39,363.125,274.9284825,283.0570261,0,0.05220833333333322
63.2,0.937,59.3,60,60,30,0,0.433,312.35,303.475,273.9624038,273.9044314,351.05,0.14791666666666667
74.4,1.09,81.2,60,80,0,0,0.693,368.21,303.425,273.6529911,274.4079746,327.27,0.8098125000000003
63.7,0.942,60,60,60,30,0,0.573,331.49,304.3,273.6378524,274.1246794,351.05,0.4531666666666666
90.4,1.328,120.1,60,120,90,0,1.913,370.09,364.225,274.4376335,282.9579475,0,0.04887500000000008
64.2,0.941,60.5,60,60,90,0,0.803,352.63,308.125,273.5462323,275.1721688,337.87,0.7417499999999999
52.2,0.771,40.3,60,40,0,0,0.763,352.05,303.775,273.4891165,274.5721463,353.75,1.2068749999999995
