voltage,current,power,FR[%],Q[W],alpha,beta,P[bar],Te_mean[K],Tc_mean[K],Te_std[K],Tc_std[K],T_pulse[K],TR_train[K/W]
90.2,1.334,120.6,60,120,0,0,0.663,309.79,300.575,274.3698361,273.8446222,344.51,0.07679166666666645
63.6,0.938,59.7,60,60,30,0,0.703,351.01,304.9,274.375969,274.3233144,351.05,0.7685000000000002
63.7,0.942,60.1,60,60,30,0,0.623,339.75,304.625,273.4891165,274.2031698,351.05,0.5854166666666667
51.4,0.766,39.5,60,40,60,0,0.493,309.65,304.55,273.5972136,274.4306248,352.47,0.12750000000000056
51.9,0.772,40.2,60,40,60,0,0.583,323.09,304.525,273.5146917,274.4801002,352.47,0.46412499999999995
82.2,1.218,100.3,60,100,0,0,0.453,325.93,301.4,274.8043881,274.1246794,363.55,0.2453000000000003
51.4,0.767,39.5,60,40,60,0,0.493,309.65,304.55,273.5972136,274.4306248,352.47,0.12750000000000056
63.8,0.944,60.4,60,60,90,0,0.433,317.07,305.975,273.6368265,274.3730427,337.87,0.18491666666666712
51.9,0.772,40.1,60,40,90,0,0.483,333.11,305.75,273.4201851,274.4227922,322.31,0.6839999999999989
63.8,0.939,60,60,60,0,0,0.853,352.77,304.1,273.5063706,274.5320275,352.85,0.8111666666666669
73.8,1.082,80,60,80,60,0,1.273,361.03,332.25,274.145992,285.643465,371.51,0.3597499999999997
72.3,1.066,77.2,60,80,90,0,1.033,356.69,318.25,274.4081733,288.3370559,314.55,0.48049999999999926
71.7,1.056,76,60,80,90,0,1.483,363.97,343.775,274.0113942,285.4021767,314.55,0.2524374999999999
73.6,1.084,80,60,80,30,0,0.613,346.39,301.625,273.4466479,274.5556434,335.47,0.5595624999999999
51.9,0.77,40.1,60,40,0,0,0.533,330.19,303.85,273.369089,274.6287382,353.75,0.6585000000000008
73.8,1.083,80.1,60,80,30,0,1.433,364.33,343.975,275.5988773,298.1445827,335.47,0.2544375000000002
63.8,0.939,60,60,60,0,0,0.853,354.01,304.15,273.5281534,274.5665686,352.85,0.8310000000000002
64.1,0.941,60.3,60,60,90,0,0.703,349.17,310.625,273.6857238,278.2499183,337.87,0.642416666666666
73.9,1.084,80.2,60,80,30,0,1.453,364.43,340.775,275.4209029,299.0681243,335.47,0.29568749999999966
91.1,1.332,121.6,60,120,60,0,2.393,375.63,369.125,274.1409591,283.8502726,333.65,0.054208333333333296
89.3,1.32,118,60,120,30,0,0.343,309.43,303.025,273.3667948,273.7409033,0,0.05337499999999977
63.6,0.934,59.7,60,60,0,0,0.923,362.79,304.55,273.7004544,274.8490193,352.85,0.9706666666666668
73.9,1.085,80.3,60,80,30,0,1.183,362.57,330.85,275.2975568,293.5661701,335.47,0.39649999999999963
53.1,0.785,41.8,60,40,30,0,0.673,344.39,304.625,273.9518728,274.4106215,0,0.9941249999999997
64.1,0.94,60.4,60,60,90,0,0.843,353.27,316.8,273.4183282,277.6015915,337.87,0.6078333333333338
80.6,1.183,95.3,60,100,60,0,1.713,368.11,352.875,274.0461027,290.5239988,362.37,0.15235000000000012
52.2,0.775,40.6,60,40,0,0,0.493,321.51,303.95,273.4861547,274.6219601,353.75,0.43900000000000006
74.3,1.087,81,60,80,0,0,0.573,378.63,304.5,273.776099,274.6025839,327.27,0.9266249999999999
90,1.323,119.2,60,120,90,0,1.893,369.77,361.5,273.9605554,283.8213011,0,0.06891666666666652
52.1,0.776,40.5,60,40,90,0,0.463,326.27,305.675,273.453315,274.4367919,322.31,0.5148750000000006
74.4,1.086,81,60,80,0,0,0.563,391.67,303.775,273.730517,274.4393797,327.27,1.0986874999999998
74.4,1.085,80.9,60,80,0,0,0.563,393.73,303.75,273.7720932,274.4227922,327.27,1.1247499999999995
71.6,1.054,75.6,60,80,90,0,1.433,363.59,342.4,273.8662402,285.0385099,314.55,0.26487499999999997
74,1.085,80.4,60,80,30,0,1.313,364.11,337.35,275.1952384,299.0370624,335.47,0.3344999999999999
52.4,0.774,40.6,60,40,60,0,0.823,356.07,305.1,273.5201351,274.7300844,352.47,1.2742500000000008
63.5,0.936,59.5,60,60,30,0,0.903,356.17,307.65,274.9169182,276.1176028,351.05,0.8086666666666663
82.6,1.227,101.4,60,100,60,0,0.573,313.47,305.225,273.7218391,274.4725606,362.37,0.08245000000000005
90.5,1.324,119.9,60,120,60,0,1.763,368.33,349.15,274.0944575,285.1802397,333.65,0.15983333333333338
90.1,1.323,119.3,60,120,90,0,1.883,369.55,361.1,273.9016648,284.434355,0,0.07041666666666657
90.1,1.317,118.9,60,120,30,0,1.793,377.53,345.675,276.7384537,294.2640356,0,0.26545833333333346
91.1,1.334,121.8,60,120,60,0,2.023,370.99,357.525,273.7270615,288.0013467,333.65,0.1122083333333336
52.9,0.784,41.5,60,40,90,0,0.673,349.95,310.275,275.4336374,278.7389027,322.31,0.9918750000000003
72,1.059,76.3,60,80,90,0,1.593,365.37,349.3,273.9449843,288.9220216,314.55,0.20087500000000064
81,1.189,96.4,60,100,60,0,1.523,365.13,349.275,274.2778298,287.349149,362.37,0.1585500000000002
90.9,1.329,120.9,60,120,60,0,2.343,374.91,366.225,274.334483,286.48651,333.65,0.07237500000000002
89.6,1.32,118.7,60,120,90,0,1.073,357.05,328.3,274.9871173,288.8157801,0,0.23958333333333334
64.4,0.944,61,60,60,90,0,0.873,354.11,319.325,273.7926508,277.8683154,337.87,0.5797499999999994
90.4,1.321,119.5,60,120,30,0,1.793,378.01,346.3,275.2459485,294.7735211,0,0.2642500000000003
82.5,1.212,100.1,60,100,90,0,1.613,366.97,352.15,274.4137247,291.6941815,371.29,0.14819999999999994
90.9,1.329,120.9,60,120,60,0,1.863,368.93,355.65,274.2233126,283.0113725,333.65,0.11066666666666644
74.4,1.09,81.3,60,80,0,0,0.703,367.39,303.4,273.6866563,274.4576697,327.27,0.7998750000000001
90,1.323,119.4,60,120,90,0,1.913,370.01,362.25,274.0148699,284.0072556,0,0.0646666666666666
73.9,1.096,81.3,60,80,60,0,0.583,304.97,304.475,273.3780351,274.0495369,371.51,0.006187500000000057
73.9,1.082,80,60,80,60,0,1.233,360.73,331.05,273.8655418,284.6103665,371.51,0.3710000000000001
52.1,0.772,40.2,60,40,60,0,0.603,336.97,304.575,273.453315,274.4547988,352.47,0.8098749999999996
63.6,0.939,59.8,60,60,0,0,0.623,336.01,304,273.4935113,274.4602163,352.85,0.5334999999999999
82.6,1.219,100.8,60,100,90,0,0.713,350.37,304.7,274.4584342,274.9210637,371.29,0.45670000000000016
51.9,0.769,40,60,40,0,0,0.543,331.75,303.825,273.4238613,274.6068802,353.75,0.6981250000000003
82,1.212,99.7,60,100,90,0,0.593,342.59,304.2,273.748331,274.5933757,371.29,0.38389999999999985
63.2,0.937,59.4,60,60,60,0,0.543,329.59,303.2,273.709464,274.5296135,342.29,0.43983333333333313
64.4,0.944,60.9,60,60,90,0,0.883,354.61,315.45,274.0571935,277.2153003,337.87,0.6526666666666671
63.8,0.938,59.8,60,60,0,0,0.883,356.41,304.1,273.5214835,274.5320275,352.85,0.8718333333333333
74.3,1.085,80.8,60,80,0,0,0.563,390.19,303.8,273.8155825,274.3896236,327.27,1.0798750000000006
89.6,1.311,117.5,60,120,30,0,1.503,372.25,341.225,277.387924,294.059069,0,0.25854166666666695
63.3,0.932,59.2,60,60,60,0,0.943,354.01,321.225,275.6051986,283.8021907,342.29,0.5464166666666671
83.3,1.219,101.7,60,100,0,0,0.623,377.93,302.925,276.0649614,274.4675103,363.55,0.75005
71.9,1.059,76.4,60,80,90,0,1.403,363.05,340.175,274.0360023,282.1745499,314.55,0.2859375
82.8,1.218,100.8,60,100,90,0,1.253,359.95,342.025,273.8814369,283.1030146,371.29,0.1792500000000001
63.8,0.937,59.9,60,60,0,0,0.943,361.35,304.175,273.5742641,274.5171747,352.85,0.9529166666666669
72.4,1.072,77.9,60,80,90,0,0.653,337.87,301.3,273.582435,274.2857817,314.55,0.4571250000000006
83.2,1.22,101.6,60,100,30,0,1.343,367.71,342.875,277.6989559,290.707216,338.17,0.2483499999999998
74,1.086,80.5,60,80,30,0,1.173,362.95,327.725,275.5406066,290.2025414,335.47,0.4403125000000003
63.2,0.932,59,60,60,60,0,0.903,354.35,316.4,274.3644958,280.1473805,342.29,0.6324999999999998
90.4,1.329,120.3,60,120,30,0,0.423,327.67,303.375,276.5642349,273.9132169,0,0.202458333333333
73.2,1.083,79.4,60,80,60,0,0.653,314.91,304.8,273.6529911,274.1246794,371.51,0.12637500000000018
89.8,1.333,119.6,60,120,90,0,0.603,320.41,304.225,273.9734076,274.543736,0,0.13487500000000002
82.8,1.226,101.8,60,100,30,0,0.303,322.63,305.45,273.4088436,274.0916298,338.17,0.17180000000000006
52,0.771,40.2,60,40,60,0,0.613,336.79,304.575,273.4786335,274.4547988,352.47,0.8053749999999994
73.4,1.085,79.8,60,80,0,0,0.463,320.83,302.775,273.6995453,274.2465856,327.27,0.2256875000000001
73.3,1.092,80.3,60,80,90,0,0.573,308.31,299.825,273.5007136,274.2854148,314.55,0.10606250000000017
83.8,1.232,103.3,60,100,90,0,1.753,367.93,363.35,274.2021407,283.380347,371.29,0.04579999999999984
52.9,0.784,41.6,60,40,90,0,0.683,350.33,310.425,274.8840704,278.866861,322.31,0.9976250000000008
90,1.315,118.5,60,120,0,0,1.133,385.41,305.575,274.8092167,276.4830417,344.51,0.6652916666666665
53,0.784,41.7,60,40,30,0,0.703,346.49,304.625,273.9200649,274.4106215,0,1.0466250000000001
64.4,0.947,61.1,60,60,90,0,0.533,340.59,306.65,273.5281534,274.494123,337.87,0.5656666666666667
82.7,1.215,100.6,60,100,30,0,1.153,360.33,335.725,274.5807341,290.7939555,338.17,0.24605000000000019
53.1,0.785,41.8,60,40,30,0,0.753,349.97,304.8,273.833374,274.4576697,0,1.1292500000000003
90.4,1.325,120.4,60,120,60,0,1.053,356.49,313.6,274.278273,283.6820147,333.65,0.35741666666666705
82.3,1.21,99.8,60,100,90,0,1.683,368.27,355.525,274.752186,289.2801736,371.29,0.12745000000000004
52,0.773,40.3,60,40,0,0,0.473,314.61,303.95,273.5281534,274.6219601,353.75,0.2664999999999992
52.2,0.774,40.6,60,40,60,0,0.603,335.19,304.575,273.4709361,274.4547988,352.47,0.7653750000000002
82.3,1.209,99.6,60,100,90,0,1.673,368.01,354.475,274.7571714,289.7745551,371.29,0.13535000000000025
89.9,1.309,117.9,60,120,0,0,1.313,395.95,311.975,281.810254,283.0828999,344.51,0.6997916666666668
63.3,0.932,59.2,60,60,60,0,1.043,356.81,319,274.0177557,280.9724037,342.29,0.6301666666666658
91.2,1.334,121.8,60,120,60,0,2.093,372.21,361.775,273.6529911,286.0411792,333.65,0.08695833333333335
63.7,0.94,59.9,60,60,0,0,0.623,338.27,304.05,273.4614482,274.494123,352.85,0.5703333333333338
52,0.769,40.1,60,40,0,0,0.613,341.33,303.8,273.4363564,274.5933757,353.75,0.9382500000000007
90.1,1.32,119.1,60,120,30,0,1.403,364.63,334.375,275.5200211,296.7107548,0,0.252125
82.5,1.212,100.1,60,100,90,0,1.593,366.45,351.55,274.127241,291.8256526,371.29,0.14900000000000035
64.1,0.94,60.4,60,60,90,0,0.833,353.45,316.15,273.6027693,277.4371902,337.87,0.6216666666666668
52.3,0.776,40.7,60,40,60,0,0.603,331.67,304.575,273.4614482,274.5171747,352.47,0.6773749999999993
82.4,1.22,100.7,60,100,0,0,0.433,323.63,301.3,274.869593,274.0536961,363.55,0.22330000000000041
90.4,1.327,120.4,60,120,90,0,2.003,371.05,363.5,273.9776473,282.7432268,0,0.06291666666666629
89.8,1.309,117.7,60,120,0,0,1.233,395.77,310.775,274.0997368,280.8260993,344.51,0.7082916666666667
90,1.314,118.5,60,120,0,0,1.163,386.13,310.85,276.8711557,283.3673056,344.51,0.6273333333333336
82.4,1.223,100.9,60,100,0,0,0.413,314.55,301.05,275.0261663,273.9541559,363.55,0.135
83.7,1.23,103,60,100,90,0,1.733,368.05,361.225,274.0692388,283.7974958,371.29,0.06824999999999988
52.7,0.781,41.3,60,40,90,0,0.653,348.91,306.15,273.5659327,274.571267,322.31,1.0689999999999997
89.6,1.315,118,60,120,0,0,1.113,360.51,301.775,274.2536304,274.2404892,344.51,0.48945833333333344
74.4,1.089,81.1,60,80,0,0,0.563,379.33,304.975,273.7918723,275.3384165,327.27,0.9294375000000002
64.2,0.942,60.6,60,60,90,0,0.823,353.03,312.6,273.7390671,276.9766609,337.87,0.6738333333333334
52.3,0.776,40.6,60,40,60,0,0.583,326.91,304.575,273.454959,274.4547988,352.47,0.5583749999999995
63.8,0.944,60.4,60,60,30,0,0.533,322.81,304,273.6222288,274.0536961,351.05,0.31350000000000006
90.9,1.329,121.1,60,120,60,0,2.343,374.97,364.675,274.2531772,288.6056085,333.65,0.0857916666666668
72.4,1.068,77.3,60,80,90,0,0.903,353.71,318.375,274.5758331,295.830884,314.55,0.44168749999999973
74,1.086,80.4,60,80,30,0,1.273,364.87,338.05,274.7380806,298.4919284,335.47,0.3352500000000006
63.6,0.939,59.9,60,60,0,0,0.623,338.27,304.05,273.4614482,274.494123,352.85,0.5703333333333338
90,1.326,119.7,60,120,90,0,0.943,354.77,315.65,275.2205072,284.5145648,0,0.326
82.5,1.225,101.2,60,100,90,0,0.523,317.81,304.175,273.6060702,274.6430394,371.29,0.13634999999999992
72,1.06,76.7,60,80,90,0,1.433,362.45,340.45,275.2392582,292.3911018,314.55,0.275
89.8,1.316,118.5,60,120,0,0,1.183,365.17,301.875,273.9908329,274.2465856,344.51,0.527458333333333
90.4,1.323,119.8,60,120,30,0,1.773,372.37,345.325,276.6467127,295.4363748,0,0.22537500000000013
73.3,1.082,79.4,60,80,60,0,0.683,326.91,305.025,273.647996,274.209481,371.51,0.2735624999999999
63.5,0.935,59.5,60,60,60,0,1.093,357.83,316.45,273.9848653,280.259149,342.29,0.6896666666666665
52,0.774,40.3,60,40,90,0,0.473,328.71,305.725,273.4201851,274.4725606,322.31,0.5746250000000004
62.9,0.926,58.2,60,60,30,0,1.013,362.91,308.45,274.5276792,276.5685767,351.05,0.9076666666666663
63.3,0.934,59.2,60,60,60,0,0.803,351.93,314.775,274.2068822,282.6562699,342.29,0.6192499999999995
52.3,0.772,40.4,60,40,60,0,0.813,354.09,305.45,273.5281534,275.1231531,352.47,1.2159999999999997
90.5,1.326,120.3,60,120,30,0,1.713,375.49,346.675,276.154663,294.814314,0,0.24012499999999998
90,1.33,119.6,60,120,90,0,0.703,345.27,304.275,273.9226578,274.5073872,0,0.341625
90.5,1.325,120.3,60,120,60,0,1.053,356.81,315.1,274.4101587,285.2909774,333.65,0.34758333333333363
90,1.324,119.3,60,120,30,0,0.863,353.27,319.875,275.7028416,286.824642,0,0.2782916666666665
89.8,1.314,118.1,60,120,30,0,1.893,377.29,346.675,276.9120473,293.7712471,0,0.2551250000000001
72.4,1.067,77.4,60,80,90,0,1.033,355.87,322.2,276.6013765,294.6894986,314.55,0.4208750000000002
72.3,1.066,77.2,60,80,90,0,1.333,361.39,340.975,274.6376155,290.9022534,314.55,0.25518750000000023
73.8,1.085,80.2,60,80,60,0,1.363,362.65,340.9,274.0360023,284.7570381,371.51,0.271875
72.4,1.065,77.2,60,80,90,0,1.513,363.73,344.675,274.4830416,286.6963095,314.55,0.2381875000000008
73.3,1.081,79.3,60,80,60,0,0.683,327.91,305.075,273.6060702,274.1742884,371.51,0.28543749999999973
51.9,0.768,40,60,40,0,0,0.553,334.37,303.825,273.398998,274.6160036,353.75,0.7636250000000004
90.4,1.328,120.2,60,120,90,0,2.103,371.57,361.225,274.3277096,288.1062417,0,0.08620833333333357
90.1,1.325,119.8,60,120,90,0,1.693,366.79,351.325,274.0544335,282.7847894,0,0.1288749999999998
90.3,1.325,120.1,60,120,60,0,0.853,348.61,305.125,273.945613,274.209481,333.65,0.3623749999999996
73.7,1.081,79.8,60,80,60,0,1.263,361.03,333.8,274.1102083,283.5936584,371.51,0.3403750000000002
73.8,1.084,80.2,60,80,30,0,1.123,360.27,324.675,275.1974374,292.0349808,335.47,0.4449375000000003
64.2,0.942,60.5,60,60,90,0,0.803,352.23,311.475,273.7130275,277.0678013,337.87,0.6792499999999999
72.2,1.063,77,60,80,90,0,1.453,363.29,343.8,274.3260102,289.8484031,314.55,0.24362500000000012
63.9,0.943,60.3,60,60,90,0,0.473,327.25,306.35,273.6136809,274.3583046,337.87,0.3483333333333339
73.7,1.082,79.9,60,80,60,0,1.553,365.99,343.625,273.9549845,282.3797978,371.51,0.2795625000000001
82.4,1.223,100.9,60,100,0,0,0.413,311.81,300.925,275.0962785,273.951561,363.55,0.10885000000000047
63.2,0.932,59,60,60,60,0,0.953,355.19,318.35,274.1439819,281.0540074,342.29,0.6139999999999995
74,1.084,80.3,60,80,60,0,1.203,359.93,330.725,274.4792855,285.4035369,371.51,0.3650624999999998
90.1,1.317,118.8,60,120,0,0,1.183,381.69,309.15,281.9080249,282.2189948,344.51,0.6045000000000001
74.2,1.089,80.9,60,80,0,0,0.703,357.33,303.25,273.7680615,274.3527746,327.27,0.6759999999999998
83.5,1.231,102.8,60,100,30,0,0.383,338.95,304.85,274.3644958,274.2239336,338.17,0.34100000000000025
52.3,0.771,40.4,60,40,0,0,0.753,352.71,303.775,273.5214835,274.5721463,353.75,1.223375
73.9,1.082,80,60,80,60,0,1.223,360.63,332.125,273.6995453,285.9597294,371.51,0.3563124999999999
51.9,0.769,40,60,40,0,0,0.543,330.13,303.85,273.4088436,274.6287382,353.75,0.6570000000000007
74.5,1.09,81.3,60,80,0,0,0.633,373.17,303.675,273.8110598,274.5220423,327.27,0.8686875000000001
82.2,1.206,99.4,60,100,30,0,1.203,368.05,336.3,275.4182592,291.9090867,338.17,0.3175
63.2,0.938,59.5,60,60,60,0,0.543,325.41,303.275,273.657937,274.5073872,342.29,0.3689166666666665
90.1,1.324,119.3,60,120,90,0,1.943,370.05,362.45,274.1574721,284.2621555,0,0.06333333333333305
82.1,1.204,99.1,60,100,30,0,1.143,369.57,336.775,273.582435,291.0934993,338.17,0.3279500000000002
73.6,1.093,80.3,60,80,30,0,0.433,308.37,302.1,273.4920526,274.6588627,335.47,0.07837500000000049
82.5,1.212,100.1,60,100,90,0,1.493,364.93,347.225,274.145992,289.2105884,371.29,0.17704999999999985
82.1,1.217,100.1,60,100,90,0,0.543,327.91,304.175,273.819328,274.6430394,371.29,0.23735000000000014
90.4,1.324,119.9,60,120,60,0,1.713,365.95,353,274.179563,284.0680279,333.65,0.10791666666666658
89.5,1.31,117.4,60,120,30,0,1.723,369.77,345.275,274.8984279,292.6651864,0,0.20412500000000003
82.3,1.207,99.5,60,100,30,0,1.193,366.45,337.075,274.8892527,291.272063,338.17,0.29374999999999946
63.6,0.938,59.8,60,60,30,0,0.783,353.71,305.325,274.9729098,274.5073872,351.05,0.8064166666666666
52,0.769,40.1,60,40,0,0,0.623,343.13,303.8,273.4614482,274.5933757,353.75,0.9832500000000011
64.4,0.949,61.2,60,60,90,0,0.503,333.33,306.4,273.5647288,274.4678265,337.87,0.4488333333333335
63.2,0.94,59.6,60,60,60,0,0.513,318.55,303.3,273.7022681,274.5296135,342.29,0.25416666666666665
72.8,1.082,79,60,80,90,0,0.603,320.47,300.3,273.6264452,274.39499,314.55,0.2521250000000002
63.2,0.937,59.4,60,60,60,0,0.563,330.91,303.225,273.6628353,274.4801002,342.29,0.4614166666666667
63.3,0.932,59.1,60,60,30,0,0.933,358.05,309.15,275.9266887,277.070034,351.05,0.8149999999999996
90,1.321,119,60,120,30,0,1.073,360.63,320.325,277.803171,282.8756962,0,0.33587500000000003
72,1.06,76.4,60,80,90,0,1.503,364.09,344.175,274.2490905,285.9448883,314.55,0.24893750000000026
89.8,1.308,117.7,60,120,0,0,1.093,394.21,309.5,282.1448874,280.5208887,344.51,0.7059166666666665
71.4,1.051,75.2,60,80,90,0,1.413,363.17,343.625,274.2233126,288.6592177,314.55,0.2443124999999995
89.8,1.324,119.2,60,120,0,0,0.763,323.61,300.925,274.4927584,274.0155441,344.51,0.1890416666666667
74.3,1.086,80.9,60,80,0,0,0.563,381.31,304.325,273.819328,274.6250706,327.27,0.9623124999999995
52.2,0.775,40.5,60,40,0,0,0.503,321.51,303.95,273.4861547,274.6219601,353.75,0.43900000000000006
82.7,1.214,100.5,60,100,90,0,1.743,369.23,356.25,274.7333509,289.4462163,371.29,0.1298000000000002
63.4,0.933,59.4,60,60,30,0,1.083,359.55,313.5,276.1097297,277.0457242,351.05,0.7674999999999993
72.5,1.07,77.5,60,80,90,0,0.753,350.21,302.225,275.038915,274.3286291,314.55,0.5998125000000002
72.5,1.073,77.9,60,80,90,0,0.643,335.41,301.025,273.5537326,274.3454776,314.55,0.4298124999999999
72.2,1.063,76.7,60,80,90,0,1.223,359.43,338.075,274.9296067,292.8213624,314.55,0.2669374999999995
52.9,0.784,41.6,60,40,90,0,0.693,350.99,307.975,274.2167708,276.621191,322.31,1.075375000000001
74.1,1.086,80.7,60,80,60,0,1.093,359.05,319.1,273.9374008,282.1093527,371.51,0.49937499999999985
63.7,0.942,60.1,60,60,0,0,0.583,329.83,304,273.4614482,274.4576697,352.85,0.4304999999999997
80.4,1.181,94.9,60,100,60,0,1.643,366.95,352.1,273.9746211,291.0293177,362.37,0.14850000000000022
90.5,1.325,120.3,60,120,60,0,1.103,357.19,314.45,274.2214476,284.7502874,333.65,0.35616666666666674
90.4,1.327,119.9,60,120,60,0,0.823,347.19,305.125,274.0002941,274.1378428,333.65,0.3505416666666662
82.5,1.213,100.1,60,100,90,0,1.733,368.63,355.575,274.5417615,289.0742739,371.29,0.13055000000000005
80.3,1.179,94.8,60,100,60,0,1.643,366.63,351.475,274.1434787,291.414971,362.37,0.1515500000000003
64.5,0.95,61.3,60,60,90,0,0.483,331.05,306.375,273.5972136,274.3811918,337.87,0.4112499999999992
74.3,1.086,80.9,60,80,0,0,0.553,384.05,303.975,273.828233,274.4367919,327.27,1.0009375000000005
81.9,1.21,99.3,60,100,60,0,0.643,334.81,305.175,274.0320431,274.5073872,362.37,0.2963499999999999
52.2,0.774,40.5,60,40,60,0,0.603,334.03,304.6,273.5063706,274.4678265,352.47,0.7357500000000001
63.5,0.935,59.6,60,60,30,0,0.893,354.53,310.1,274.1049869,278.7419585,351.05,0.7405000000000002
90,1.326,119.7,60,120,90,0,0.903,356.61,305,274.3657302,275.0570046,0,0.43008333333333343
73.5,1.084,79.7,60,80,30,0,0.563,342.97,301.7,273.6763079,274.5320275,335.47,0.5158749999999998
52.2,0.775,40.5,60,40,0,0,0.483,319.37,304,273.4771085,274.5933757,353.75,0.3842500000000001
84,1.234,103.7,60,100,90,0,1.783,368.35,363.2,274.0692388,283.1554985,371.29,0.051500000000000344
53.1,0.787,42,60,40,90,0,0.713,350.61,310.675,275.2625814,278.9828809,322.31,0.9983750000000015
52.2,0.771,40.4,60,40,0,0,0.673,346.47,303.775,273.4614482,274.5791606,353.75,1.0673749999999997
73.8,1.081,79.9,60,80,60,0,1.273,360.81,333.25,273.9943933,286.1779187,371.51,0.34450000000000003
52.2,0.777,40.7,60,40,30,0,0.433,313.27,303.45,274.262205,274.0880832,0,0.24549999999999983
81.8,1.204,98.8,60,100,60,0,0.863,356.47,311.7,276.6517139,280.96217,362.37,0.4476999999999998
52,0.775,40.3,60,40,90,0,0.443,320.97,305.675,273.4771085,274.5073872,322.31,0.3823750000000004
52,0.773,40.3,60,40,90,0,0.513,337.51,305.825,273.3908319,274.4026638,322.31,0.7921250000000001
64.3,0.945,60.8,60,60,90,0,0.613,347.37,306.725,273.4771085,274.6160036,337.87,0.6774166666666673
90.3,1.332,120.4,60,120,30,0,0.383,316.45,303.225,273.7942049,273.8152067,0,0.11020833333333352
62.9,0.938,59.1,60,60,60,0,0.413,307.91,303.375,273.5214835,274.5791606,342.29,0.07558333333333281
63.8,0.939,60.2,60,60,0,0,0.893,355.87,304.125,273.5586563,274.5556434,352.85,0.8624166666666667
72.8,1.081,79,60,80,90,0,0.603,319.65,300.275,273.659902,274.3730427,314.55,0.2421875
74.5,1.085,81,60,80,0,0,0.563,395.59,303.8,273.7848228,274.4525616,327.27,1.1473750000000003
63.6,0.933,59.4,60,60,0,0,0.963,367.93,305.7,273.6469909,275.4075798,352.85,1.0371666666666661
64.3,0.944,60.9,60,60,90,0,0.873,353.03,317.5,273.9667007,280.1853867,337.87,0.5921666666666662
63.9,0.941,60.3,60,60,0,0,0.743,348.35,304.125,273.5307887,274.5556434,352.85,0.7370833333333328
51.9,0.772,40.1,60,40,60,0,0.563,318.07,304.55,273.5994441,274.494123,352.47,0.33800000000000097
