voltage,current,power,FR[%],Q[W],alpha,beta,P[bar],Te_mean[K],Tc_mean[K],Te_std[K],Tc_std[K],T_pulse[K]
51.0,0.753,38.5,60,40,90,30,0.5129999999999999,344.42999999999995,305.025,273.55249223594996,274.4079745625409,322.60999999999996
82.2,1.205,99.2,60,100,90,60,1.1929999999999998,362.25,337.9,275.74133170397,292.184267344275,339.42999999999995
64.3,0.956,61.6,60,60,90,0,0.8629999999999999,332.03,306.09999999999997,273.57071367935924,274.52234592334923,0.0
73.3,1.078,79.2,60,80,90,60,0.9929999999999999,360.56999999999994,332.29999999999995,276.087175513993,293.11087840418514,341.54999999999995
64.2,0.946,60.9,60,60,90,30,0.7229999999999999,351.59,317.75,275.0389150324988,285.6410634722055,349.99
64.1,0.945,60.7,60,60,90,60,0.7029999999999998,349.54999999999995,320.79999999999995,273.70226805085935,282.0616029235299,331.63
74.1,1.086,80.7,60,80,90,90,1.253,366.33,333.125,275.3218655575334,286.69335630484557,354.48999999999995
82.0,1.199,98.5,60,100,90,90,1.3929999999999998,375.40999999999997,340.79999999999995,275.1243353311937,290.7512310175548,363.90999999999997
92.1,1.363,125.6,60,120,90,30,0.34299999999999986,307.53,303.075,273.5881780460041,273.97613558209287,0.0
81.9,1.202,98.7,60,100,90,60,1.1629999999999998,359.15,341.75,273.9715838362577,285.56746082471506,339.42999999999995
90.6,1.323,119.9,60,120,90,90,1.363,379.99,347.47499999999997,275.4244230037528,285.0944198966156,349.03
73.0,1.079,79.0,60,80,90,30,0.35299999999999987,327.22999999999996,302.67499999999995,273.7348076606885,274.5721462653328,354.84999999999997
89.8,1.314,118.0,60,120,90,30,1.633,366.66999999999996,351.875,274.0427485648266,287.95909067656305,0.0
52.1,0.769,40.2,60,40,90,60,0.6829999999999998,349.46999999999997,306.34999999999997,273.45331501776207,275.6171170759951,349.57
89.9,1.323,119.1,60,120,90,30,0.4929999999999999,343.04999999999995,305.825,275.58002057604455,275.7696373794859,0.0
82.5,1.212,100.2,60,100,90,0,1.793,368.71,360.275,274.15647901120684,284.85964702001445,371.28999999999996
52.2,0.772,40.3,60,40,90,90,0.4829999999999999,341.13,304.625,273.4088435821109,274.3342719282327,353.92999999999995
81.9,1.198,98.2,60,100,90,90,1.353,373.34999999999997,342.375,275.8959060435492,289.56186054859916,363.90999999999997
73.9,1.09,80.8,60,80,90,90,0.45299999999999985,324.97799999999995,305.04999999999995,277.19511062889507,274.0217797887081,354.48999999999995
83.0,1.217,101.2,60,100,90,30,1.4629999999999999,364.39,349.22499999999997,273.8766360849834,285.21824345130636,329.90999999999997
89.6,1.311,117.5,60,120,90,60,1.8329999999999997,367.96999999999997,351.92499999999995,273.8034523701082,289.11295189911107,357.07
74.4,1.089,81.1,60,80,90,90,0.8729999999999999,363.87,311.4,280.3636675831369,276.34217793990246,354.48999999999995
89.8,1.32,118.4,60,120,90,0,1.4729999999999999,359.37,351.84999999999997,277.24719416186247,279.49822809924154,0.0
52.0,0.772,40.2,60,40,90,0,0.5429999999999999,342.09,305.825,273.4107680962081,274.4026638282742,340.30999999999995
51.1,0.754,38.6,60,40,90,30,0.42299999999999993,333.51,304.54999999999995,273.4380972058177,274.361060141639,322.60999999999996
89.9,1.32,118.7,60,120,90,60,1.063,355.89,339.025,274.1564790112069,291.81911442284644,357.07
64.2,0.947,60.9,60,60,90,60,0.6529999999999999,347.61,312.95,273.7441380311005,277.28682648093115,331.63
74.5,1.093,81.6,60,80,90,90,0.7329999999999999,361.21,306.47499999999997,280.34812475579577,274.21887791632156,354.48999999999995
81.8,1.212,99.3,60,100,90,90,0.4829999999999999,316.54999999999995,305.45,273.8848469228349,274.8411534525288,363.90999999999997
63.4,0.932,59.2,60,60,90,90,0.7829999999999999,365.07,305.0,273.68572380943914,274.32046999107195,306.53
72.3,1.065,77.1,60,80,90,0,1.3929999999999998,361.83,342.35,274.83136849024834,291.65531455195145,347.77
73.4,1.092,80.2,60,80,90,0,0.563,305.03,299.65,273.38874672772624,274.3018101695447,347.77
52.2,0.774,40.5,60,40,90,60,0.4929999999999999,330.69,304.15,273.39083189157583,274.35277457017787,349.57
64.1,0.944,60.6,60,60,90,30,0.6929999999999998,351.84999999999997,314.125,273.7287918451395,278.75676674504416,349.99
64.3,0.948,61.1,60,60,90,30,0.44299999999999995,348.78999999999996,305.575,273.5777849927241,274.6385675440951,349.99
72.7,1.078,78.5,60,80,90,0,0.6229999999999999,329.25,300.67499999999995,273.5972135954999,274.3811918344975,347.77
82.0,1.199,98.5,60,100,90,90,1.4629999999999999,375.39,340.42499999999995,275.1205329228409,293.22359376560826,363.90999999999997
62.7,0.927,58.3,60,60,90,0,1.063,355.89,306.625,273.57190046219455,274.48260396717603,0.0
74.2,1.087,80.8,60,80,90,90,0.9029999999999999,369.78999999999996,313.75,275.92542789493797,277.3808391602612,354.48999999999995
90.4,1.331,120.5,60,120,90,60,0.5329999999999999,343.09,304.42499999999995,274.35954536913664,274.7021490478258,357.07
90.0,1.323,119.2,60,120,90,0,1.573,364.95,350.275,273.99557672626435,281.82654885308665,0.0
89.9,1.316,118.5,60,120,90,30,1.363,364.34999999999997,343.42499999999995,275.3420310216783,289.32330619673456,0.0
72.4,1.067,77.4,60,80,90,0,1.1629999999999998,357.96999999999997,322.775,274.5507141035914,286.2079158622908,347.77
83.0,1.216,101.0,60,100,90,30,1.4629999999999999,365.83,339.72499999999997,274.2599549540409,294.8776129997445,329.90999999999997
71.7,1.055,75.7,60,80,90,0,1.4429999999999998,363.63,343.9,273.9449842765741,287.7820424639442,347.77
90.3,1.324,119.5,60,120,90,30,1.053,356.51,330.95,274.1055103348473,294.0923016882099,0.0
52.1,0.77,40.2,60,40,90,90,0.5429999999999999,350.96999999999997,305.075,273.45331501776207,274.4341988423397,353.92999999999995
52.2,0.773,40.4,60,40,90,60,0.5029999999999999,332.03,304.17499999999995,273.4771085446759,274.3028949070347,349.57
71.7,1.056,76.0,60,80,90,0,1.4729999999999999,364.16999999999996,345.625,273.92910204723125,287.9428755374561,347.77
90.0,1.333,119.7,60,120,90,0,0.6329999999999999,333.33,304.2,273.9543631020876,274.5296134724383,0.0
90.0,1.316,118.6,60,120,90,30,1.513,368.54999999999995,347.525,276.07831009286923,289.01870610142277,0.0
52.3,0.775,40.7,60,40,90,90,0.4129999999999999,328.49,303.92499999999995,273.3573644135333,274.07511260575853,353.92999999999995
63.1,0.931,58.8,60,60,90,0,1.3729999999999998,364.83,312.15,273.4693743884534,275.5789915602982,0.0
81.9,1.21,99.3,60,100,90,90,0.5329999999999999,325.89,305.29999999999995,273.92006493232714,274.72162336455017,363.90999999999997
82.7,1.219,101.0,60,100,90,0,0.8829999999999999,352.95,317.0,274.44807549857467,283.1234647941425,371.28999999999996
89.6,1.312,117.7,60,120,90,30,1.6029999999999998,366.40999999999997,348.5,273.85213958726166,290.2509746310943,0.0
53.3,0.79,42.2,60,40,90,0,0.7129999999999999,351.87,310.0,275.0133303518163,277.72055795281057,340.30999999999995
90.2,1.32,119.1,60,120,90,60,1.7429999999999999,367.72999999999996,351.5,274.13081598681913,289.20750084332343,357.07
82.3,1.21,99.7,60,100,90,60,0.8429999999999999,351.09,332.375,274.0896807968667,289.6032418284868,339.42999999999995
90.8,1.328,120.7,60,120,90,90,1.2029999999999998,372.63,341.79999999999995,279.47984991923187,287.85158721589835,349.03
82.2,1.206,99.4,60,100,90,60,1.083,363.23,333.5,273.95746516952744,293.3645986851087,339.42999999999995
52.2,0.777,40.7,60,40,90,60,0.3929999999999999,309.13,302.97499999999997,273.5824349662088,273.97209083034255,349.57
90.8,1.327,120.6,60,120,90,90,1.2329999999999999,372.75,341.42499999999995,278.58461130164795,286.9544376922785,349.03
82.7,1.215,100.6,60,100,90,0,1.7229999999999999,368.92999999999995,356.025,274.7983324907311,289.61336842811943,371.28999999999996
72.3,1.068,77.2,60,80,90,0,0.8029999999999999,351.59,302.4,274.08434469014384,274.55118997046554,347.77
50.7,0.748,38.0,60,40,90,30,0.5529999999999999,350.25,305.275,273.50355339059325,274.5098406769422,322.60999999999996
73.2,1.077,79.1,60,80,90,60,0.7929999999999999,354.87,316.7,276.7405431344018,280.21186944087754,341.54999999999995
82.6,1.211,100.1,60,100,90,30,1.3729999999999998,364.69,338.2,274.9186152775547,294.2036615976097,329.90999999999997
52.4,0.777,40.8,60,40,90,90,0.3729999999999999,319.78999999999996,303.29999999999995,273.301657508881,273.92244201508373,353.92999999999995
81.5,1.197,97.8,60,100,90,30,1.043,357.21,329.275,273.8731873892706,294.3527317422386,329.90999999999997
72.1,1.061,76.5,60,80,90,0,1.503,364.21,347.34999999999997,274.25136279218066,288.66193089205854,347.77
74.1,1.085,80.6,60,80,90,90,1.1929999999999998,365.18999999999994,333.025,276.8110107893859,285.5638028017203,354.48999999999995
82.1,1.204,99.1,60,100,90,60,1.253,360.83,340.65,274.05939540355115,292.56597280591416,339.42999999999995
52.2,0.773,40.5,60,40,90,90,0.4829999999999999,339.59,304.575,273.39083189157583,274.3028949070347,353.92999999999995
90.2,1.325,119.8,60,120,90,0,1.813,368.54999999999995,359.025,273.8882411530116,284.73371702002424,0.0
52.3,0.777,40.7,60,40,90,60,0.43299999999999994,316.69,303.42499999999995,273.46304951684994,274.1378427675158,349.57
52.1,0.769,40.1,60,40,90,60,0.6929999999999998,349.61,306.325,273.4709361307176,275.64849954972976,349.57
82.0,1.205,99.0,60,100,90,0,1.4129999999999998,363.77,345.67499999999995,274.1484988733093,287.65112064635,371.28999999999996
52.3,0.774,40.6,60,40,90,90,0.4929999999999999,341.57,304.575,273.4183281572999,274.3028949070347,353.92999999999995
64.2,0.946,60.9,60,60,90,60,0.6929999999999998,348.77,319.7,274.03430763877736,284.40833024919766,331.63
52.8,0.782,41.4,60,40,90,0,0.603,347.04999999999995,305.9,273.38452078799116,274.38693168768526,340.30999999999995
72.4,1.069,77.3,60,80,90,0,0.7229999999999999,348.03,301.97499999999997,273.5201351104664,274.4341988423397,347.77
63.0,0.933,58.9,60,60,90,0,0.9529999999999998,346.54999999999995,306.29999999999995,273.5307886552932,274.5296134724383,0.0
82.0,1.203,98.8,60,100,90,60,1.1429999999999998,358.69,341.15,273.79265076052235,288.3183881806868,339.42999999999995
62.7,0.925,58.2,60,60,90,0,1.383,363.40999999999997,322.79999999999995,274.4160963628413,278.9220591357562,0.0
73.2,1.077,79.1,60,80,90,60,0.7929999999999999,354.65,319.67499999999995,277.29427315702037,284.79942773987915,341.54999999999995
52.3,0.773,40.5,60,40,90,60,0.6129999999999999,346.40999999999997,305.95,274.7257537878742,273.8523769168568,349.57
89.7,1.33,119.4,60,120,90,30,0.34299999999999986,306.40999999999997,302.97499999999997,273.54115214431215,273.91321687612367,0.0
90.0,1.323,119.4,60,120,90,0,1.9129999999999998,370.01,362.25,274.0148699324176,284.00725563851194,0.0
62.6,0.925,58.1,60,60,90,0,1.4129999999999998,364.21,322.04999999999995,274.00615419172016,277.89552420708185,0.0
74.0,1.084,80.3,60,80,90,90,0.9829999999999999,369.59,329.34999999999997,279.33004854349866,279.30358973824764,354.48999999999995
89.7,1.313,118.0,60,120,90,60,1.7229999999999999,367.45,350.65,274.10393920141695,290.2977889731203,357.07
64.2,0.949,61.1,60,60,90,30,0.3729999999999999,333.46999999999997,305.45,273.53987177379236,274.55949163412436,349.99
72.9,1.083,79.0,60,80,90,0,0.603,317.98999999999995,300.15,273.61690470119714,274.361060141639,347.77
72.2,1.064,77.0,60,80,90,0,1.383,362.07,344.79999999999995,274.33827606220103,293.8282494423488,347.77
51.8,0.764,39.7,60,40,90,90,0.5329999999999999,355.78999999999996,305.125,273.4935112807463,274.4026638282742,353.92999999999995
83.1,1.218,101.3,60,100,90,30,1.4429999999999998,364.87,350.025,273.9997058314499,284.15677821465783,329.90999999999997
64.0,0.943,60.5,60,60,90,30,0.6729999999999998,349.89,314.9,274.5185759021698,279.3925956140054,349.99
90.5,1.337,121.1,60,120,90,90,0.35299999999999987,311.33,302.75,273.7996152707564,273.89386378681405,349.03
72.1,1.061,76.7,60,80,90,0,1.523,364.07,347.22499999999997,274.0864827814754,288.71671127759487,347.77
89.9,1.316,118.4,60,120,90,30,1.6029999999999998,366.34999999999997,350.875,273.9593207028119,288.26188825616,0.0
81.6,1.198,98.0,60,100,90,30,1.003,356.49,331.95,273.94246451024634,294.86558580067936,329.90999999999997
90.3,1.327,120.0,60,120,90,60,0.6629999999999999,348.56999999999994,317.09999999999997,275.1815019074566,293.0772844779881,357.07
81.9,1.204,98.8,60,100,90,90,0.6929999999999998,349.99,305.42499999999995,273.6819774431308,274.60229703114294,363.90999999999997
72.4,1.067,77.4,60,80,90,0,1.123,357.30999999999995,321.15,274.88002890149266,287.6439067657182,347.77
64.3,0.946,60.9,60,60,90,30,0.7229999999999999,351.69,317.7,275.260213259365,285.8171491136193,349.99
63.4,0.933,59.1,60,60,90,90,0.7529999999999999,359.01,304.9,273.6327007354459,274.18440804327884,306.53
74.2,1.098,81.6,60,80,90,90,0.3929999999999999,311.15,304.79999999999995,273.9016648189186,274.13488578017956,354.48999999999995
72.3,1.064,77.2,60,80,90,0,1.333,360.71,343.04999999999995,275.2849473061413,291.43022611092834,347.77
74.0,1.083,80.3,60,80,90,90,0.9829999999999999,369.09,329.34999999999997,276.4911076007815,279.30358973824764,354.48999999999995
90.9,1.327,120.5,60,120,90,90,1.113,363.98999999999995,341.54999999999995,278.0010823534547,283.7080932622009,349.03
52.0,0.772,40.3,60,40,90,0,0.5429999999999999,342.01,305.84999999999997,273.42928480087534,274.42279220613574,340.30999999999995
72.9,1.081,78.8,60,80,90,0,0.6129999999999999,323.96999999999997,300.4,273.5994441010849,274.331806526749,347.77
73.1,1.077,78.9,60,80,90,30,0.4129999999999999,339.22999999999996,302.79999999999995,273.83337398253076,274.5271952173409,354.84999999999997
73.5,1.089,80.2,60,80,90,30,0.33299999999999985,313.57,302.7,273.8110597552415,274.5199148392023,354.84999999999997
63.1,0.936,59.2,60,60,90,90,0.5129999999999999,323.27,303.29999999999995,273.4846640106136,273.9926149773176,306.53
82.7,1.217,100.8,60,100,90,0,1.263,361.63,345.59999999999997,274.1853743284436,283.9729694015398,371.28999999999996
63.7,0.95,60.5,60,60,90,0,0.823,319.83,305.97499999999997,273.64699094559154,274.57916059279563,0.0
51.4,0.764,39.3,60,40,90,30,0.3629999999999999,316.01,303.54999999999995,273.4709361307176,274.0255950357709,322.60999999999996
90.2,1.327,119.6,60,120,90,0,1.503,364.23,348.04999999999995,273.9258865896508,280.1017383917022,0.0
72.7,1.068,77.9,60,80,90,30,0.833,353.49,325.79999999999995,273.90033325929215,286.69461762718555,354.84999999999997
52.0,0.767,40.0,60,40,90,90,0.563,353.46999999999997,305.125,273.4771085446759,274.4026638282742,353.92999999999995
51.3,0.757,38.8,60,40,90,30,0.4829999999999999,341.59,305.0,273.5146916505762,274.46021626713554,322.60999999999996
73.1,1.074,78.6,60,80,90,60,1.013,359.04999999999995,331.7,274.6179918255903,294.04154533936315,341.54999999999995
82.8,1.211,100.3,60,100,90,90,1.4629999999999999,373.27,340.59999999999997,277.41286288777854,291.463838119484,363.90999999999997
63.1,0.935,59.0,60,60,90,0,0.9529999999999998,345.77,306.29999999999995,273.576614580154,274.5296134724383,0.0
72.2,1.063,76.8,60,80,90,0,1.4929999999999999,363.89,346.525,274.07086915465766,287.5896156458543,347.77
90.0,1.329,119.8,60,120,90,30,0.4029999999999999,323.34999999999997,303.45,273.9715838362577,274.0179477710861,0.0
72.9,1.073,78.4,60,80,90,30,0.7529999999999999,349.45,319.825,274.0131338250816,281.7895891106001,354.84999999999997
52.3,0.774,40.5,60,40,90,90,0.5029999999999999,342.09,304.7,273.4107680962081,274.38962359878576,353.92999999999995
51.8,0.764,39.6,60,40,90,90,0.573,353.87,305.2,275.9725874654295,274.32046999107195,353.92999999999995
73.2,1.078,79.0,60,80,90,60,0.6729999999999998,349.34999999999997,315.54999999999995,274.6516657417681,280.0454091007471,341.54999999999995
63.5,0.934,59.4,60,60,90,90,0.7729999999999999,362.89,305.025,273.70946402922795,274.20316981853193,306.53
90.8,1.327,120.7,60,120,90,90,1.1729999999999998,373.16999999999996,342.275,276.3883637843825,286.4725060205153,349.03
89.6,1.312,117.7,60,120,90,30,1.4329999999999998,367.13,346.75,275.25047613649855,289.708784174369,0.0
90.3,1.327,119.8,60,120,90,0,1.9129999999999998,369.77,363.04999999999995,274.2092450141492,285.9309754452989,0.0
64.3,0.949,61.1,60,60,90,30,0.44299999999999995,347.99,305.54999999999995,273.5777849927241,274.62196014438797,349.99
73.4,1.083,79.6,60,80,90,60,0.45299999999999985,337.19,304.04999999999995,274.74624559513876,274.48915396177335,341.54999999999995
83.6,1.229,102.9,60,100,90,0,1.7129999999999999,368.37,362.97499999999997,274.2932410069622,282.8911070554977,371.28999999999996
90.3,1.327,119.8,60,120,90,0,1.9729999999999999,370.72999999999996,362.575,273.83337398253076,282.47929972363056,0.0
82.5,1.208,99.9,60,100,90,90,0.7529999999999999,376.92999999999995,305.625,273.8862064927722,274.0751126057585,363.90999999999997
89.9,1.315,118.5,60,120,90,30,1.4529999999999998,368.73,343.875,276.1528319966325,289.71751339217803,0.0
90.4,1.323,119.2,60,120,90,60,1.6429999999999998,370.80999999999995,347.84999999999997,275.9055398745073,292.16122475451454,357.07
90.4,1.323,119.5,60,120,90,90,0.6429999999999999,364.53,305.84999999999997,274.37556109598825,275.07353840616713,349.03
82.3,1.203,99.2,60,100,90,90,1.3929999999999998,372.37,341.75,278.0654857338822,290.50069643174777,363.90999999999997
82.5,1.207,99.8,60,100,90,90,1.403,372.89,341.47499999999997,277.4503488230607,292.53476635574094,363.90999999999997
89.8,1.328,119.5,60,120,90,30,0.3629999999999999,311.87,303.17499999999995,273.7640032573203,273.97613558209287,0.0
72.7,1.068,77.9,60,80,90,30,0.8529999999999999,352.75,326.775,273.75,286.4316602877803,354.84999999999997
82.1,1.213,99.8,60,100,90,60,0.3729999999999999,324.01,301.575,273.78482280992415,273.9175719293113,339.42999999999995
64.4,0.951,61.4,60,60,90,60,0.5029999999999999,342.10999999999996,304.5,273.70497747702046,274.18440804327884,331.63
82.5,1.209,100.0,60,100,90,90,0.7729999999999999,364.83,306.5,273.82970581871865,273.7302298395176,363.90999999999997
82.7,1.215,100.5,60,100,90,0,1.7429999999999999,369.18999999999994,356.09999999999997,274.93689675135414,290.1595071455152,371.28999999999996
51.2,0.755,38.7,60,40,90,30,0.44299999999999995,334.51,304.59999999999997,273.4009980079602,274.38962359878576,322.60999999999996
63.0,0.934,58.9,60,60,90,90,0.5429999999999999,329.40999999999997,303.625,273.5146916505762,274.07150239645193,306.53
73.0,1.073,78.4,60,80,90,30,0.7329999999999999,349.42999999999995,321.0,273.94183331579313,281.6824869371909,354.84999999999997
74.2,1.087,80.9,60,80,90,90,1.263,365.54999999999995,333.7,275.68968501984006,286.5893700249181,354.48999999999995
74.0,1.091,80.8,60,80,90,90,0.43299999999999994,324.22999999999996,305.04999999999995,274.1534938963442,274.0217797887081,354.48999999999995
90.0,1.321,119.1,60,120,90,60,1.053,356.42999999999995,337.875,273.889594483484,291.4907333550215,357.07
90.8,1.327,120.6,60,120,90,90,1.2129999999999999,373.72999999999996,342.72499999999997,278.2320271545909,287.05668304569184,349.03
71.9,1.058,76.3,60,80,90,0,1.543,364.84999999999997,348.29999999999995,274.0416277250063,289.05167706040254,347.77
82.5,1.214,100.4,60,100,90,0,1.1829999999999998,359.90999999999997,334.47499999999997,274.03769364084684,280.9107452391292,371.28999999999996
90.4,1.328,120.3,60,120,90,0,1.8529999999999998,368.95,356.075,274.03881944173156,285.615519109394,0.0
73.0,1.078,78.9,60,80,90,60,0.46299999999999986,338.83,304.075,274.8520575783445,274.43937969582277,341.54999999999995
63.1,0.933,59.0,60,60,90,90,0.573,340.54999999999995,304.125,273.5437003937006,274.20316981853193,306.53
63.3,0.932,59.2,60,60,90,90,0.7529999999999999,365.51,306.025,273.9673126696681,273.7237304826019,306.53
62.7,0.927,58.3,60,60,90,0,1.043,354.28999999999996,306.525,273.63270073544584,274.48010024684856,0.0
89.7,1.32,118.9,60,120,90,0,1.2329999999999999,360.27,343.22499999999997,274.07032602918747,282.40828457832947,0.0
72.3,1.067,77.3,60,80,90,0,1.133,357.84999999999997,317.97499999999997,274.10393920141695,286.88156339727317,347.77
50.6,0.747,37.9,60,40,90,30,0.5429999999999999,349.16999999999996,305.2,273.53987177379236,274.46021626713554,322.60999999999996
89.9,1.33,119.6,60,120,90,30,0.35299999999999987,309.04999999999995,303.15,273.7330951894845,273.88936910042725,0.0
51.1,0.755,38.7,60,40,90,30,0.46299999999999986,338.40999999999997,304.72499999999997,273.4709361307176,274.33988794990677,322.60999999999996
82.2,1.209,99.5,60,100,90,60,0.7329999999999999,349.34999999999997,323.29999999999995,274.03600225733345,292.5760134870745,339.42999999999995
73.8,1.092,80.7,60,80,90,60,0.3829999999999999,328.59,304.025,274.28490087672884,274.41062153982335,341.54999999999995
81.9,1.198,98.2,60,100,90,90,1.313,374.75,342.775,275.2200241544484,290.1496813695629,363.90999999999997
82.5,1.212,100.0,60,100,90,0,1.613,367.04999999999995,353.15,274.5428388277184,290.37401424368505,371.28999999999996
81.8,1.213,99.4,60,100,90,90,0.45299999999999985,316.10999999999996,305.45,273.92006493232714,274.85098010962304,363.90999999999997
82.2,1.209,99.4,60,100,90,60,0.7329999999999999,349.30999999999995,322.42499999999995,274.06268833672834,292.3271348224911,339.42999999999995
90.8,1.326,120.5,60,120,90,90,1.293,376.77,346.79999999999995,279.3117367681523,286.69166410256383,349.03
64.0,0.943,60.5,60,60,90,30,0.7229999999999999,350.57,313.325,274.12826376811165,277.3960766204423,349.99
73.7,1.082,80.0,60,80,90,90,0.603,347.65,305.59999999999997,277.9291212581394,274.1876254944182,354.48999999999995
52.1,0.769,40.2,60,40,90,90,0.5529999999999999,354.49,305.25,273.4935112807463,274.4201705922172,353.92999999999995
89.8,1.321,118.9,60,120,90,0,1.533,362.07,350.72499999999997,275.80461861667544,278.97945108908203,0.0
52.6,0.781,41.1,60,40,90,90,0.3629999999999999,316.40999999999997,303.09999999999997,273.4009980079602,273.85474581706217,353.92999999999995
90.5,1.323,119.9,60,120,90,90,1.333,375.84999999999997,345.29999999999995,277.31473288459176,285.69472000484666,349.03
90.0,1.323,119.2,60,120,90,0,1.6229999999999998,366.65,349.29999999999995,274.0555385138137,283.4503236195115,0.0
63.0,0.934,59.0,60,60,90,0,0.9729999999999999,348.57,306.325,273.55865633483404,274.54373598647663,0.0
90.4,1.328,120.0,60,120,90,0,2.053,371.39,362.97499999999997,273.8485699678629,284.36646854703685,0.0
82.7,1.214,100.6,60,100,90,30,1.3729999999999998,363.03,337.7,274.0757429448826,295.13749644684447,329.90999999999997
82.2,1.208,99.3,60,100,90,60,0.7429999999999999,348.71,325.22499999999997,273.88006848993774,293.0637096828625,339.42999999999995
52.4,0.775,40.8,60,40,90,60,0.563,342.46999999999997,304.54999999999995,273.444957624075,274.42279220613574,349.57
73.5,1.077,79.4,60,80,90,90,0.7029999999999998,353.63,306.47499999999997,274.5824803663576,274.2556672193748,354.48999999999995
64.4,0.948,61.2,60,60,90,30,0.7029999999999998,349.57,319.59999999999997,273.8072670690062,280.9253885219111,349.99
50.6,0.747,37.9,60,40,90,30,0.5229999999999999,347.77,305.17499999999995,273.4920526275297,274.5098406769422,322.60999999999996
82.9,1.216,100.9,60,100,90,30,1.273,361.72999999999996,334.9,274.8883900597967,296.3634300208593,329.90999999999997
90.0,1.323,119.3,60,120,90,0,1.6229999999999998,366.59,349.29999999999995,274.10812316536027,283.34460641712076,0.0
82.7,1.215,100.5,60,100,90,0,1.783,369.22999999999996,362.79999999999995,274.05388052307813,283.4198588111035,371.28999999999996
82.0,1.213,99.6,60,100,90,0,0.563,332.99,304.075,273.83044103344815,274.6430394055974,371.28999999999996
51.8,0.765,39.7,60,40,90,90,0.573,355.83,305.45,273.49928498393143,273.82330032922414,353.92999999999995
52.3,0.777,40.7,60,40,90,60,0.42299999999999993,315.01,303.29999999999995,273.500713558335,274.1212534856222,349.57
90.5,1.324,120.1,60,120,90,90,1.1929999999999998,369.34999999999997,343.125,277.44709203997303,286.0393690044677,349.03
52.0,0.773,40.3,60,40,90,0,0.4929999999999999,334.95,305.75,273.3949489742783,274.42279220613574,340.30999999999995
81.6,1.206,98.6,60,100,90,90,0.5129999999999999,321.69,305.325,273.95187280786917,274.7424300089276,363.90999999999997
64.0,0.943,60.5,60,60,90,30,0.6529999999999999,352.63,313.025,273.59384682042344,278.15291581646807,349.99
82.7,1.213,100.5,60,100,90,30,1.273,363.01,333.275,275.2696697856034,293.39703682023617,329.90999999999997
89.5,1.318,117.8,60,120,90,0,1.2329999999999999,360.22999999999996,331.375,274.13336158151515,285.88378053315927,0.0
63.1,0.927,58.6,60,60,90,90,0.7329999999999999,369.13,307.375,273.82970581871865,274.86148084028616,306.53
52.7,0.783,41.3,60,40,90,90,0.31299999999999994,312.09,302.79999999999995,273.6628352561983,273.7302298395176,353.92999999999995
90.5,1.325,119.9,60,120,90,60,1.7329999999999999,367.78999999999996,352.29999999999995,274.11591925128346,287.17818591265456,357.07
72.3,1.065,77.3,60,80,90,0,1.2029999999999998,358.51,335.25,274.7695678435928,289.10138447491835,347.77
64.4,0.949,61.3,60,60,90,60,0.7129999999999999,350.63,319.34999999999997,273.69037024344425,279.1438857735751,331.63
52.2,0.771,40.3,60,40,90,60,0.593,346.39,304.72499999999997,273.4201851217221,274.4026638282742,349.57
82.2,1.21,99.6,60,100,90,0,1.133,358.75,315.2,273.7244562646538,278.219187969159,371.28999999999996
73.1,1.077,78.8,60,80,90,30,0.4029999999999999,339.99,302.79999999999995,273.9265307463327,274.5271952173409,354.84999999999997
63.4,0.933,59.2,60,60,90,90,0.7629999999999999,359.77,304.875,273.6368264577855,274.2343584893075,306.53
90.0,1.317,118.7,60,120,90,30,1.4429999999999998,370.83,346.54999999999995,274.42161314872095,288.4389938626887,0.0
51.3,0.76,39.1,60,40,90,30,0.3929999999999999,325.65,304.09999999999997,273.44154759474225,274.19083299973306,322.60999999999996
89.5,1.318,117.9,60,120,90,0,1.1629999999999998,360.11,338.325,274.45499042142075,286.35766822720797,0.0
74.3,1.088,81.0,60,80,90,90,1.2329999999999999,365.21,334.025,274.58979165159406,286.5528293032976,354.48999999999995
90.0,1.324,119.3,60,120,90,0,1.543,365.51,349.625,274.24224539367304,281.50359204175066,0.0
72.0,1.059,76.5,60,80,90,0,1.593,365.40999999999997,349.59999999999997,273.95808415403343,289.5907015259893,347.77
82.3,1.208,99.5,60,100,90,90,0.7529999999999999,360.49,306.97499999999997,273.8731873892706,274.5389444433334,363.90999999999997
53.1,0.787,41.8,60,40,90,0,0.7229999999999999,351.30999999999995,309.92499999999995,274.0896807968667,278.1194902488417,340.30999999999995
82.1,1.209,99.4,60,100,90,0,1.123,358.95,315.54999999999995,274.0746621004453,278.4772882407469,371.28999999999996
82.2,1.214,100.0,60,100,90,30,0.46299999999999986,332.53,304.29999999999995,273.9096051605933,274.1876254944182,329.90999999999997
51.2,0.756,38.7,60,40,90,30,0.4929999999999999,342.75,305.025,273.40495097567964,274.4079745625409,322.60999999999996
63.1,0.933,58.9,60,60,90,90,0.593,340.80999999999995,304.15,273.46304951684994,274.2208252269472,306.53
52.2,0.772,40.4,60,40,90,60,0.6529999999999999,347.78999999999996,306.2,273.50777087639995,273.7903124237433,349.57
89.6,1.312,117.8,60,120,90,30,1.6229999999999998,366.59,350.04999999999995,274.1028903399657,289.9132534630562,0.0
82.5,1.211,100.0,60,100,90,90,0.7529999999999999,361.40999999999997,306.875,273.81558245169174,274.4725606476327,363.90999999999997
