voltage,current,power,FR[%],Q[W],alpha,beta,P[bar],Te_mean[K],Tc_mean[K],Te_std[K],Tc_std[K],T_pulse[K]
74.2,1.088,80.9,60,80,90,90,0.8029999999999999,364.03,306.825,274.3403780911962,274.09999999999997,354.48999999999995
63.2,0.942,59.7,60,60,90,90,0.34299999999999986,302.25,301.97499999999997,273.40495097567964,273.662347538298,306.53
51.1,0.754,38.6,60,40,90,30,0.42299999999999993,332.86999999999995,304.5,273.4274887385102,274.3233143937865,322.60999999999996
81.9,1.213,99.6,60,100,90,0,0.5529999999999999,330.98999999999995,304.125,273.85569115057507,274.54373598647663,371.28999999999996
81.9,1.205,98.9,60,100,90,90,0.7429999999999999,353.49,306.17499999999995,274.6543270920913,273.27583057392116,363.90999999999997
64.1,0.944,60.6,60,60,90,30,0.7229999999999999,350.16999999999996,313.7,273.8963243262818,278.0199760437467,349.99
63.1,0.928,58.7,60,60,90,90,0.7929999999999999,367.65,306.575,273.7287918451395,274.1104686356149,306.53
82.5,1.209,100.0,60,100,90,90,0.7829999999999999,369.13,306.125,273.8690271204899,273.24574271077563,363.90999999999997
63.2,0.933,59.0,60,60,90,90,0.603,342.54999999999995,304.2,273.51055512754635,274.25,306.53
90.7,1.327,120.6,60,120,90,90,1.4229999999999998,373.90999999999997,345.9,278.78985815424465,284.538444435772,349.03
63.3,0.934,59.1,60,60,90,90,0.603,342.65,304.15,273.51055512754635,274.28431330181155,306.53
72.2,1.064,77.2,60,80,90,0,1.263,359.42999999999995,337.5,274.9296066981218,292.1058258415014,347.77
51.9,0.772,40.1,60,40,90,0,0.4829999999999999,331.40999999999997,305.72499999999997,273.4201851217221,274.4079745625409,340.30999999999995
82.9,1.217,100.9,60,100,90,0,1.653,368.03,357.04999999999995,274.160940156488,286.1876378228573,371.28999999999996
74.3,1.09,81.1,60,80,90,90,0.7729999999999999,362.01,306.45,274.2237783756437,274.24848380355223,354.48999999999995
90.0,1.323,119.2,60,120,90,30,0.4929999999999999,343.21,305.825,274.72257750206467,275.7696373794859,0.0
71.6,1.054,75.4,60,80,90,0,1.4529999999999998,363.95,340.525,273.9926149773176,286.76356553833955,347.77
52.1,0.77,40.2,60,40,90,60,0.6729999999999998,349.68999999999994,306.29999999999995,273.48615472627944,275.6272296354328,349.57
72.5,1.07,77.6,60,80,90,0,0.8529999999999999,352.21,304.95,274.33448300958685,277.06322543860347,347.77
74.1,1.087,80.7,60,80,90,90,0.8029999999999999,364.78999999999996,307.575,274.472119510483,274.1479144919948,354.48999999999995
64.2,0.946,60.9,60,60,90,30,0.6729999999999998,353.77,312.15,273.5824349662088,278.79859864627207,349.99
64.1,0.945,60.8,60,60,90,60,0.7229999999999999,349.77,322.575,273.60497252664305,287.47279651464754,331.63
64.3,0.947,61.0,60,60,90,30,0.6829999999999998,348.83,318.575,273.6419349550499,281.04994725720786,349.99
52.4,0.775,40.7,60,40,90,60,0.5329999999999999,338.80999999999995,304.47499999999997,273.4201851217221,274.3028949070347,349.57
64.2,0.949,61.2,60,60,90,60,0.4829999999999999,340.22999999999996,304.47499999999997,273.5268288736283,274.1710288928331,331.63
64.0,0.944,60.7,60,60,90,60,0.7029999999999998,349.18999999999994,322.275,273.6628352561983,284.33969019529434,331.63
82.3,1.209,99.6,60,100,90,0,1.6429999999999998,367.30999999999995,352.09999999999997,274.0896807968667,292.39309399932,371.28999999999996
89.9,1.323,119.2,60,120,90,0,1.513,363.71,345.42499999999995,273.9824662155307,278.3213151131989,0.0
72.7,1.078,78.7,60,80,90,0,0.6229999999999999,328.13,300.59999999999997,273.59384682042344,274.3233143937865,347.77
89.9,1.32,118.7,60,120,90,60,1.053,355.84999999999997,338.0,274.0472179222463,291.34496267285715,357.07
74.2,1.087,80.8,60,80,90,90,0.8929999999999999,370.49,312.875,275.2732051243344,276.99219989068763,354.48999999999995
74.1,1.096,81.4,60,80,90,90,0.3929999999999999,314.47799999999995,304.65,275.0189355259077,273.9786535263104,354.48999999999995
73.0,1.073,78.3,60,80,90,30,0.7429999999999999,349.37,319.025,273.9481227975694,280.72952285217656,354.84999999999997
52.3,0.775,40.7,60,40,90,60,0.5329999999999999,339.01,304.5,273.4201851217221,274.3233143937865,349.57
81.6,1.197,97.8,60,100,90,60,1.033,356.57,332.0,274.9985129158326,293.1475831873087,339.42999999999995
74.2,1.098,81.7,60,80,90,90,0.3829999999999999,326.53,304.7,309.21919738502646,274.10393920141695,354.48999999999995
0.0,0.0,0.0,60,80,90,30,0.31299999999999994,305.53,302.7,273.46144823004795,274.52234592334923,354.84999999999997
90.2,1.321,119.2,60,120,90,60,1.353,365.37,340.67499999999995,276.2543517841894,293.62541208376524,357.07
64.0,0.943,60.5,60,60,90,30,0.7129999999999999,350.28999999999996,313.54999999999995,274.01775572599666,278.1812357660254,349.99
74.0,1.084,80.4,60,80,90,90,1.263,366.27,333.67499999999995,276.217083305031,286.81561987861016,354.48999999999995
64.4,0.949,61.3,60,60,90,60,0.7429999999999999,350.77,319.625,273.6419349550499,279.2858916765753,331.63
63.0,0.933,59.0,60,60,90,90,0.5429999999999999,330.48999999999995,303.65,273.500713558335,274.09162979278835,306.53
82.5,1.207,99.7,60,100,90,90,0.7529999999999999,374.65,305.775,273.81332495807106,273.91321687612367,363.90999999999997
72.5,1.069,77.6,60,80,90,0,0.8729999999999999,352.80999999999995,313.25,274.8182325976913,288.70013397584296,347.77
52.2,0.777,40.6,60,40,90,60,0.3929999999999999,311.28999999999996,303.075,273.5659326868617,274.04209491273815,349.57
64.4,0.95,61.3,60,60,90,30,0.46299999999999986,351.77,305.59999999999997,273.59384682042344,274.5887494569938,349.99
82.0,1.209,99.3,60,100,90,30,0.5129999999999999,342.07,304.4,273.9449842765741,274.2530261405183,329.90999999999997
53.5,0.793,42.5,60,40,90,0,0.7629999999999999,352.45,312.125,273.85710678118653,279.8856637881256,340.30999999999995
63.6,0.95,60.5,60,60,90,0,0.7929999999999999,311.16999999999996,305.95,273.4693743884534,274.56656862405833,0.0
90.2,1.329,120.2,60,120,90,30,0.4129999999999999,330.57,303.575,273.89966659255964,274.03835053141574,0.0
51.4,0.761,39.2,60,40,90,30,0.4029999999999999,327.75,304.275,273.4328427124746,274.24048918686367,322.60999999999996
64.0,0.948,60.8,60,60,90,30,0.31299999999999994,321.09,305.625,273.5347076812334,274.54373598647663,349.99
89.8,1.315,118.1,60,120,90,60,1.4629999999999999,368.92999999999995,345.825,275.7204085278414,291.9081759951938,357.07
73.3,1.085,79.6,60,80,90,60,0.4129999999999999,330.49,304.025,274.3174759098157,274.41062153982335,341.54999999999995
82.1,1.205,99.1,60,100,90,60,1.293,361.16999999999996,344.09999999999997,273.9386697661252,288.21176173847755,339.42999999999995
63.1,0.935,59.2,60,60,90,90,0.5229999999999999,323.75,303.34999999999997,273.4816624790355,274.0217797887081,306.53
74.2,1.087,80.9,60,80,90,90,0.9629999999999999,370.96999999999997,312.125,274.88695135222605,276.35559406870755,354.48999999999995
50.5,0.744,37.6,60,40,90,30,0.573,352.84999999999997,305.325,273.54999999999995,274.4725606476327,322.60999999999996
72.4,1.063,77.1,60,80,90,30,0.8829999999999999,352.96999999999997,327.42499999999995,273.9161592523751,287.34022550913124,354.84999999999997
71.9,1.058,76.2,60,80,90,0,1.403,362.84999999999997,339.65,273.9746211251235,281.93331752054235,347.77
90.1,1.33,120.3,60,120,90,0,0.7429999999999999,348.73,304.275,274.02578536183245,274.5073871960498,0.0
74.3,1.088,81.1,60,80,90,90,1.283,364.92999999999995,334.22499999999997,274.8520575783445,286.66576240296246,354.48999999999995
81.8,1.201,98.6,60,100,90,60,1.103,358.15,339.125,273.9148529270389,289.5097830058959,339.42999999999995
82.5,1.207,99.8,60,100,90,90,1.4529999999999998,374.27,340.95,276.8333408748037,293.05644786662515,363.90999999999997
90.1,1.32,119.1,60,120,90,60,1.253,365.39,336.34999999999997,275.99481985369897,295.6761329718766,357.07
0.0,0.0,0.0,60,80,90,30,0.31299999999999994,305.54999999999995,302.7,273.44154759474225,274.52234592334923,354.84999999999997
52.2,0.771,40.4,60,40,90,60,0.6529999999999999,348.27,306.54999999999995,273.68572380943914,274.56656862405833,349.57
64.1,0.945,60.7,60,60,90,60,0.7129999999999999,349.49,317.97499999999997,273.906967634711,279.24337071469205,331.63
72.6,1.067,77.6,60,80,90,60,1.033,357.99,333.09999999999997,274.77573060498963,294.1792653224025,341.54999999999995
91.1,1.337,121.9,60,120,90,90,0.5429999999999999,344.72999999999996,303.575,274.3508330441822,274.04209491273815,349.03
72.7,1.068,77.7,60,80,90,30,0.8529999999999999,352.78999999999996,325.79999999999995,273.97945765413306,286.1449990380915,354.84999999999997
51.9,0.773,40.2,60,40,90,0,0.47299999999999986,330.31,305.72499999999997,273.4709361307176,274.4725606476327,340.30999999999995
90.0,1.326,119.7,60,120,90,0,0.9429999999999998,354.77,315.65,275.22050718424254,284.51456481055624,0.0
72.6,1.067,77.5,60,80,90,60,1.043,357.71,329.67499999999995,274.068150314491,289.72133569349995,341.54999999999995
90.0,1.322,119.1,60,120,90,0,1.903,369.09,362.75,275.2732051243344,282.8669954203961,0.0
72.3,1.065,77.1,60,80,90,0,1.083,356.39,317.92499999999995,274.8376018487783,287.36862042065496,347.77
82.1,1.2,98.8,60,100,90,90,1.4229999999999998,371.69,342.025,278.4785082340182,292.2505017386106,363.90999999999997
64.1,0.944,60.6,60,60,90,30,0.7129999999999999,349.96999999999997,317.0,273.7640032573203,281.4327129210985,349.99
74.2,1.087,80.8,60,80,90,90,1.383,364.33,335.65,274.490522286275,287.15785493928314,354.48999999999995
74.0,1.084,80.3,60,80,90,90,1.323,367.09,333.72499999999997,275.0924211695716,286.8455893143255,354.48999999999995
82.2,1.206,99.4,60,100,90,60,1.123,361.78999999999996,332.825,274.77880324164704,293.51670076374666,339.42999999999995
51.9,0.772,40.1,60,40,90,0,0.4829999999999999,331.59,305.775,273.4380972058177,274.4367918764638,340.30999999999995
64.2,0.947,60.9,60,60,90,60,0.6329999999999999,347.06999999999994,316.59999999999997,273.5647288270665,279.37602066598987,331.63
74.4,1.09,81.3,60,80,90,90,1.273,365.71,334.15,275.99130251821236,286.8143087396814,354.48999999999995
52.2,0.773,40.4,60,40,90,60,0.4929999999999999,331.63,304.125,273.38874672772624,274.27361025271216,349.57
52.1,0.773,40.3,60,40,90,60,0.46299999999999986,323.78999999999996,303.775,273.4709361307176,274.2343584893075,349.57
64.3,0.947,61.1,60,60,90,60,0.7329999999999999,349.53,321.025,273.8260177512462,282.92390232541055,331.63
90.2,1.32,119.0,60,120,90,60,1.7129999999999999,368.23,348.775,273.55865633483404,291.65808381941974,357.07
52.3,0.773,40.5,60,40,90,60,0.5429999999999999,340.59,304.54999999999995,273.39083189157583,274.42279220613574,349.57
74.0,1.085,80.5,60,80,90,90,0.7929999999999999,370.03,307.45,283.13233439632234,274.18279555898863,354.48999999999995
71.8,1.057,75.9,60,80,90,0,1.4829999999999999,362.75,343.95,274.9092612085759,287.608446205131,347.77
82.2,1.208,99.5,60,100,90,60,0.8829999999999999,354.10999999999996,327.25,274.42397017233526,291.5836648553672,339.42999999999995
90.5,1.339,121.3,60,120,90,60,0.32299999999999995,309.60999999999996,301.92499999999995,274.28490087672884,273.75759087111857,357.07
63.3,0.94,59.6,60,60,90,90,0.46299999999999986,312.98999999999995,302.775,273.5146916505762,273.84462219947244,306.53
52.2,0.775,40.5,60,40,90,60,0.47299999999999986,325.28999999999996,303.84999999999997,273.4107680962081,274.2239335795724,349.57
74.4,1.091,81.3,60,80,90,90,0.7329999999999999,357.84999999999997,306.45,275.6569902273443,274.2665422816296,354.48999999999995
81.5,1.197,97.6,60,100,90,30,1.003,355.57,332.325,273.96975606127677,294.4159939810017,329.90999999999997
89.8,1.331,119.8,60,120,90,0,0.6229999999999999,329.83,304.2,273.9543631020876,274.5296134724383,0.0
63.1,0.931,58.8,60,60,90,90,0.7029999999999998,351.71,304.75,274.4492305415129,273.8848469228349,306.53
63.0,0.93,58.7,60,60,90,0,1.403,364.18999999999994,313.075,274.0148699324176,276.71779577143457,0.0
52.9,0.784,41.6,60,40,90,0,0.6429999999999999,349.28999999999996,307.325,274.2002380682493,275.6257153848265,340.30999999999995
0.0,0.0,0.0,60,80,90,30,0.32299999999999995,305.59,302.72499999999997,273.4380972058177,274.54373598647663,354.84999999999997
52.0,0.774,40.4,60,40,90,0,0.4929999999999999,334.16999999999996,305.72499999999997,273.4274887385102,274.4725606476327,340.30999999999995
89.9,1.316,118.5,60,120,90,30,1.593,366.31,351.2,274.03487287222515,286.95350197111827,0.0
63.1,0.934,59.1,60,60,90,90,0.563,335.92999999999995,303.92499999999995,273.53987177379236,274.1344626283748,306.53
90.0,1.321,119.1,60,120,90,0,1.9129999999999998,370.53,362.22499999999997,274.00264294989165,283.61721070772916,0.0
50.6,0.747,37.9,60,40,90,30,0.5429999999999999,349.15,305.2,273.50355339059325,274.46021626713554,322.60999999999996
72.3,1.063,76.8,60,80,90,0,1.4929999999999999,363.71,347.5,274.77880324164704,287.9429037041414,347.77
64.3,0.949,61.2,60,60,90,60,0.5329999999999999,342.75,306.45,274.32046999107195,274.90689119374724,331.63
73.3,1.084,79.6,60,80,90,60,0.43299999999999994,332.36999999999995,304.075,274.39378454725886,274.4341988423397,341.54999999999995
90.8,1.326,120.5,60,120,90,90,1.1929999999999998,373.18999999999994,341.825,277.4106337556753,287.5482348455172,349.03
52.0,0.775,40.4,60,40,90,0,0.46299999999999986,326.42999999999995,305.65,273.4693743884534,274.4866625103842,340.30999999999995
90.8,1.328,120.7,60,120,90,90,1.4229999999999998,373.71,343.375,278.77698853739724,287.85903917097687,349.03
89.7,1.313,118.0,60,120,90,30,1.573,366.34999999999997,348.2,273.6190415759823,290.93191965640005,0.0
64.4,0.951,61.3,60,60,90,60,0.5029999999999999,342.07,304.5,273.6316637831517,274.18440804327884,331.63
79.8,1.185,94.7,60,100,90,90,0.3729999999999999,309.54999999999995,305.22499999999997,273.44154759474225,274.8080611166862,363.90999999999997
64.1,0.944,60.6,60,60,90,30,0.7229999999999999,351.71,315.525,274.8508821240756,282.23235468734106,349.99
82.5,1.226,101.4,60,100,90,0,0.5229999999999999,315.69,304.15,273.54115214431215,274.6309906594349,371.28999999999996
64.2,0.948,61.0,60,60,90,60,0.573,344.57,309.29999999999995,274.05939540355115,276.77353418639865,331.63
91.0,1.337,121.7,60,120,90,90,0.4829999999999999,336.46999999999997,303.34999999999997,273.89296702484023,274.0217797887081,349.03
52.3,0.773,40.5,60,40,90,60,0.6329999999999999,347.40999999999997,305.95,273.61690470119714,273.8523769168568,349.57
52.1,0.769,40.2,60,40,90,90,0.5429999999999999,350.90999999999997,305.075,273.4709361307176,274.4341988423397,353.92999999999995
90.4,1.327,120.2,60,120,90,0,1.923,370.18999999999994,363.125,273.9233045971672,285.5729290695337,0.0
62.7,0.926,58.1,60,60,90,0,1.3729999999999998,363.11,321.65,274.63087811787466,277.24959347578107,0.0
82.3,1.204,99.3,60,100,90,90,1.4129999999999998,370.89,343.17499999999995,277.1684574154767,290.4225938990066,363.90999999999997
71.7,1.055,75.6,60,80,90,0,1.403,363.39,341.29999999999995,274.2716059914248,282.4381645118936,347.77
71.4,1.052,75.4,60,80,90,0,1.4429999999999998,363.33,342.47499999999997,273.92910204723125,288.1182720000228,347.77
72.8,1.071,78.1,60,80,90,30,0.46299999999999986,349.77,303.47499999999997,273.8759476565152,274.83794747153655,354.84999999999997
81.9,1.203,98.7,60,100,90,30,0.9629999999999999,354.96999999999997,332.375,273.8793833011524,294.04998006378634,329.90999999999997
73.9,1.085,80.2,60,80,90,90,0.5329999999999999,342.46999999999997,305.525,274.40578660607605,274.1378427675158,354.48999999999995
51.9,0.773,40.2,60,40,90,0,0.4829999999999999,331.40999999999997,305.775,273.4201851217221,274.4367918764638,340.30999999999995
52.8,0.783,41.5,60,40,90,0,0.6929999999999998,350.71,310.575,274.5222244714331,279.456808490301,340.30999999999995
52.1,0.769,40.1,60,40,90,90,0.5429999999999999,350.83,305.04999999999995,273.453315017762,274.4201705922172,353.92999999999995
63.0,0.935,59.0,60,60,90,0,0.9029999999999999,340.28999999999996,306.17499999999995,273.5347076812334,274.5073871960498,0.0
74.2,1.088,80.9,60,80,90,90,0.7629999999999999,363.71,306.625,274.5331124321616,274.1242518497117,354.48999999999995
71.6,1.053,75.3,60,80,90,0,1.4629999999999999,364.04999999999995,338.22499999999997,273.76644140029686,285.45782271565525,347.77
74.3,1.089,81.0,60,80,90,90,0.7729999999999999,363.30999999999995,306.525,274.36778487426966,274.1807764064044,354.48999999999995
89.8,1.331,119.6,60,120,90,30,0.34299999999999986,305.65,302.97499999999997,273.5437003937006,273.91321687612367,0.0
90.8,1.327,120.6,60,120,90,90,1.1929999999999998,373.18999999999994,341.825,277.4106337556753,287.5482348455172,349.03
52.1,0.769,40.2,60,40,90,60,0.6829999999999998,349.57,306.375,273.45331501776207,275.664458192136,349.57
90.5,1.33,120.2,60,120,90,0,1.7429999999999999,367.77,354.47499999999997,273.8963243262818,286.2079158622908,0.0
63.2,0.932,59.1,60,60,90,90,0.6829999999999998,351.56999999999994,304.525,273.67153619241617,274.20316981853193,306.53
72.9,1.072,78.2,60,80,90,30,0.45299999999999985,348.63,303.5,274.02578536183245,274.87530190594765,354.84999999999997
73.0,1.075,78.7,60,80,90,60,0.7429999999999999,354.04999999999995,315.65,275.91676706645137,278.8742175593409,341.54999999999995
71.7,1.055,75.9,60,80,90,0,1.4129999999999998,363.51,339.825,274.110728889958,281.6094621578443,347.77
73.0,1.077,78.7,60,80,90,30,0.3729999999999999,334.86999999999995,302.825,273.71302753041033,274.62054411698523,354.84999999999997
52.1,0.769,40.2,60,40,90,90,0.5429999999999999,352.51,305.025,273.4709361307176,274.4026638282742,353.92999999999995
52.3,0.774,40.5,60,40,90,60,0.5429999999999999,340.59,304.5,273.39083189157583,274.39498995979886,349.57
74.2,1.089,81.0,60,80,90,90,0.7529999999999999,360.30999999999995,306.42499999999995,274.4511533345459,274.2970977871713,354.48999999999995
82.5,1.213,100.2,60,100,90,0,1.593,366.16999999999996,353.9,274.05939540355115,289.07681177553536,371.28999999999996
72.1,1.062,76.8,60,80,90,0,1.503,364.39,347.825,274.3302542099056,288.4628214251979,347.77
64.2,0.951,61.1,60,60,90,60,0.4129999999999999,329.34999999999997,304.15,273.48911649915624,274.15995049383616,331.63
82.5,1.208,99.8,60,100,90,90,0.9429999999999998,378.19,309.92499999999995,274.3921755109484,278.5625625477525,363.90999999999997
52.0,0.773,40.3,60,40,90,0,0.5029999999999999,335.42999999999995,305.72499999999997,273.4274887385102,274.4725606476327,340.30999999999995
64.2,0.949,61.0,60,60,90,60,0.44299999999999995,335.75,304.45,273.5972135954999,274.1056847457887,331.63
52.3,0.775,40.7,60,40,90,90,0.4029999999999999,326.07,303.775,273.3143167672515,274.04209491273815,353.92999999999995
64.4,0.949,61.1,60,60,90,30,0.45299999999999985,353.53,305.59999999999997,273.62644516998284,274.5887494569938,349.99
74.5,1.093,81.6,60,80,90,90,0.7329999999999999,358.22999999999996,306.45,274.19498803820903,274.2665422816296,354.48999999999995
64.2,0.948,61.0,60,60,90,60,0.5329999999999999,343.30999999999995,306.29999999999995,273.7441380311005,274.12467943448087,331.63
82.7,1.213,100.6,60,100,90,30,1.253,361.99,332.72499999999997,274.30887876846543,295.32226119877413,329.90999999999997
82.8,1.214,100.6,60,100,90,30,1.353,363.77,337.025,274.35913192001533,295.43069044411925,329.90999999999997
63.3,0.94,59.6,60,60,90,90,0.4829999999999999,317.87,303.025,273.45331501776207,273.9432002689527,306.53
82.7,1.209,100.1,60,100,90,90,1.293,375.10999999999996,339.875,275.60418010749004,290.5990448640224,363.90999999999997
82.6,1.21,100.1,60,100,90,90,0.7729999999999999,372.37,305.875,273.87249567472753,273.64916597106236,363.90999999999997
82.0,1.209,99.4,60,100,90,30,0.5429999999999999,343.01,304.525,273.68665631459993,274.20316981853193,329.90999999999997
82.0,1.203,98.8,60,100,90,60,1.1429999999999998,358.34999999999997,341.15,273.6791502622129,288.3183881806868,339.42999999999995
63.1,0.927,58.6,60,60,90,90,0.7329999999999999,370.89,308.04999999999995,273.7768971207463,275.333269719175,306.53
82.3,1.209,99.8,60,100,90,0,1.633,367.09,353.42499999999995,274.1210818709048,290.6038200212255,371.28999999999996
74.1,1.085,80.6,60,80,90,90,1.283,366.51,333.275,275.6254797514825,286.7885177591506,354.48999999999995
52.3,0.772,40.5,60,40,90,60,0.6329999999999999,347.92999999999995,306.15,273.46144823004795,273.6190415759823,349.57
89.9,1.322,119.4,60,120,90,0,1.533,360.63,351.92499999999995,276.6964066320714,279.6524995194156,0.0
82.0,1.207,99.2,60,100,90,90,0.6529999999999999,347.68999999999994,305.42499999999995,273.7607372593841,274.60688022843334,363.90999999999997
90.0,1.317,118.7,60,120,90,30,1.4829999999999999,369.07,348.59999999999997,275.0066098136119,288.1834072429816,0.0
64.3,0.95,61.2,60,60,90,60,0.5329999999999999,343.53,306.22499999999997,273.7474947698516,274.5650971698085,331.63
90.0,1.323,119.1,60,120,90,0,1.8929999999999998,369.77,361.5,273.96055536516633,283.82130107656354,0.0
90.0,1.316,118.5,60,120,90,30,1.5829999999999997,368.60999999999996,352.04999999999995,275.31979261681846,285.9414033631967,0.0
90.9,1.328,120.6,60,120,90,90,1.1829999999999998,370.03,341.34999999999997,279.40115989237194,287.3614976925962,349.03
82.6,1.208,99.9,60,100,90,90,1.4229999999999998,371.37,340.95,278.84007908556634,291.16166288825104,363.90999999999997
73.8,1.085,80.3,60,80,90,90,0.5429999999999999,342.23,305.525,274.3191877522451,274.1378427675158,354.48999999999995
90.4,1.329,120.2,60,120,90,60,0.6529999999999999,348.06999999999994,317.5,275.0857169214531,293.51246546958396,357.07
74.1,1.085,80.4,60,80,90,90,1.273,366.04999999999995,333.5,276.44165611812656,286.3632509247346,354.48999999999995
73.6,1.088,80.1,60,80,90,60,0.3929999999999999,326.34999999999997,304.025,274.2747221879202,274.4026638282742,341.54999999999995
82.6,1.212,100.3,60,100,90,0,1.793,367.75,360.125,274.68785564992294,285.082134483542,371.28999999999996
73.4,1.089,80.1,60,80,90,30,0.32299999999999995,309.15,302.72499999999997,273.63476798574163,274.5389444433334,354.84999999999997
90.9,1.329,120.9,60,120,90,90,1.923,371.04999999999995,354.775,273.84641941385917,283.80844735409426,349.03
64.1,0.945,60.9,60,60,90,60,0.7129999999999999,349.03,323.025,273.50637059362407,285.76939644621194,331.63
84.0,1.234,103.4,60,100,90,0,1.693,367.53,360.54999999999995,274.5946452851825,286.40216963368636,371.28999999999996
89.9,1.32,118.7,60,120,90,60,1.003,354.75,337.34999999999997,273.8848469228349,293.1788125792153,357.07
64.0,0.943,60.5,60,60,90,30,0.6829999999999998,350.22999999999996,314.97499999999997,274.7142889758609,279.4747529596024,349.99
62.8,0.928,58.4,60,60,90,0,1.343,362.89,310.4,273.83774995456196,276.3296226191169,0.0
90.0,1.317,118.7,60,120,90,30,1.4529999999999998,370.31,347.9,276.0975413483105,289.2775127241204,0.0
0.0,0.0,0.0,60,100,90,30,0.32299999999999995,303.83,303.575,273.59384682042344,273.988152730712,329.90999999999997
90.0,1.326,119.5,60,120,90,0,0.9429999999999998,354.65,316.54999999999995,275.25119013894505,285.0823090808108,0.0
71.8,1.058,76.1,60,80,90,0,1.553,364.89,347.97499999999997,273.8936396977031,288.93804927785567,347.77
89.7,1.318,118.4,60,120,90,30,0.6729999999999998,346.22999999999996,313.47499999999997,273.84065186599327,282.0368348321173,0.0
51.9,0.771,40.1,60,40,90,0,0.4829999999999999,332.33,305.72499999999997,273.38874672772624,274.4079745625409,340.30999999999995
64.4,0.957,61.8,60,60,90,0,0.8629999999999999,332.60999999999996,306.09999999999997,273.5659326868617,274.52234592334923,0.0
73.1,1.074,78.6,60,80,90,60,1.013,359.49,328.15,274.7879865689315,289.9100715988924,341.54999999999995
52.5,0.778,40.9,60,40,90,90,0.42299999999999993,330.34999999999997,304.09999999999997,273.3081138830084,274.12467943448087,353.92999999999995
64.2,0.949,61.1,60,60,90,60,0.47299999999999986,339.42999999999995,304.45,273.49205262752974,274.15995049383616,331.63
52.7,0.782,41.3,60,40,90,90,0.32299999999999995,312.89,302.79999999999995,273.4009980079602,273.7302298395176,353.92999999999995
64.1,0.944,60.7,60,60,90,30,0.7029999999999998,350.16999999999996,312.34999999999997,274.2116025621672,276.8278616975991,349.99
90.4,1.329,120.4,60,120,90,0,1.783,367.99,354.09999999999997,273.9611719916269,284.26530476415286,0.0
74.2,1.087,80.8,60,80,90,90,0.9629999999999999,370.71,312.125,274.36778487426966,276.35559406870755,354.48999999999995
72.4,1.068,77.5,60,80,90,0,0.8729999999999999,353.45,316.09999999999997,274.5852700094407,292.12111839964456,347.77
73.3,1.092,80.1,60,80,90,0,0.573,307.09,299.79999999999995,273.42928480087534,274.39498995979886,347.77
74.2,1.086,80.8,60,80,90,90,1.283,365.92999999999995,335.275,275.0675505208468,286.68794051299284,354.48999999999995
64.0,0.947,60.7,60,60,90,30,0.35299999999999987,331.34999999999997,305.45,273.54999999999995,274.55949163412436,349.99
52.3,0.775,40.6,60,40,90,60,0.5229999999999999,336.84999999999997,304.4,273.44154759474225,274.38962359878576,349.57
52.1,0.776,40.5,60,40,90,0,0.44299999999999995,318.96999999999997,305.7,273.5133180424917,274.52234592334923,340.30999999999995
52.5,0.777,40.9,60,40,90,90,0.43299999999999994,331.19,304.075,273.33165902124586,274.17428837085396,353.92999999999995
82.6,1.219,100.9,60,100,90,0,0.7129999999999999,350.87,304.72499999999997,274.202140675005,274.92458915433025,371.28999999999996
90.8,1.338,121.7,60,120,90,60,0.43299999999999994,332.81,302.825,273.8936396977031,273.9432002689527,357.07
82.4,1.209,99.8,60,100,90,60,1.153,361.96999999999997,338.15,276.29276947929685,292.36683289896297,339.42999999999995
90.9,1.33,121.1,60,120,90,90,1.3729999999999998,377.51,346.625,275.29079424513424,284.29491662896885,349.03
64.2,0.949,61.0,60,60,90,60,0.4129999999999999,331.48999999999995,304.2,273.5214835124201,274.2590536506409,331.63
82.3,1.215,100.0,60,100,90,0,0.6129999999999999,345.49,304.22499999999997,273.7183308895353,274.54373598647663,371.28999999999996
83.0,1.218,101.3,60,100,90,30,1.4729999999999999,364.60999999999996,348.42499999999995,273.90033325929215,286.30152082460427,329.90999999999997
62.1,0.917,57.0,60,60,90,0,1.383,365.01,317.34999999999997,273.3173320053068,277.10052739095255,0.0
90.9,1.327,120.7,60,120,90,90,1.053,363.98999999999995,341.54999999999995,278.0010823534547,283.7080932622009,349.03
52.2,0.772,40.4,60,40,90,60,0.6529999999999999,347.92999999999995,306.09999999999997,273.46144823004795,273.49156502553194,349.57
89.3,1.313,117.3,60,120,90,0,1.4529999999999998,360.68999999999994,342.75,275.8198314553544,279.03500920418423,0.0
82.0,1.205,99.1,60,100,90,30,0.8429999999999999,352.59,312.275,273.8662401831788,277.51224330667907,329.90999999999997
64.2,0.948,61.0,60,60,90,30,0.3729999999999999,334.42999999999995,305.47499999999997,273.5268288736283,274.5768263150549,349.99
52.4,0.775,40.7,60,40,90,90,0.45299999999999985,335.39,304.325,273.3573644135333,274.2706396982676,353.92999999999995
82.6,1.214,100.5,60,100,90,0,1.7229999999999999,368.99,356.79999999999995,274.8286899654194,288.95305877565056,371.28999999999996
63.9,0.949,60.7,60,60,90,30,0.31299999999999994,317.48999999999995,305.67499999999995,273.4466479394838,274.5073871960498,349.99
52.4,0.776,40.7,60,40,90,60,0.4829999999999999,329.40999999999997,304.09999999999997,273.4107680962081,274.31761865920913,349.57
90.2,1.323,119.3,60,120,90,30,0.9229999999999999,354.27,318.5,274.32558496077485,282.9969961578815,0.0
